ea_id,ea_latitude,ea_longitude,time,spei
10101088800910,14.25,37.75,2021-12-16,-0.7379603
10102088801010,14.25,38.25,2021-12-16,-0.9083472
10103088800709,14.25,38.25,2021-12-16,-0.9083472
10104010100101,14.25,38.25,2021-12-16,-0.9083472
10104088800405,14.25,38.25,2021-12-16,-0.9083472
10105088800712,14.25,37.75,2021-12-16,-0.7379603
10105088802215,13.75,38.25,2021-12-16,-0.7681646
10106088801204,13.75,38.25,2021-12-16,-0.7681646
10107010100213,14.25,38.25,2021-12-16,-0.9083472
10108010100218,14.25,37.75,2021-12-16,-0.7379603
10201088801806,14.25,38.75,2021-12-16,-0.20159623
10202088801509,14.25,39.25,2021-12-16,0.065310694
10203020100103,14.25,39.25,2021-12-16,0.065310694
10203088800910,14.25,39.25,2021-12-16,0.065310694
10204088800713,14.25,38.75,2021-12-16,-0.20159623
10205088801106,14.25,38.75,2021-12-16,-0.20159623
10206088801508,14.25,38.75,2021-12-16,-0.20159623
10207088802009,13.75,38.75,2021-12-16,-0.92706066
10208088802007,13.75,38.75,2021-12-16,-0.92706066
10209010100218,14.25,38.75,2021-12-16,-0.20159623
10210088801507,13.25,38.75,2021-12-16,-0.28147522
10211010100302,13.75,38.75,2021-12-16,-0.92706066
10212010100510,14.25,38.75,2021-12-16,-0.20159623
10302088800603,14.25,39.75,2021-12-16,0.20022064
10303088802005,14.25,39.75,2021-12-16,0.20022064
10304088801407,14.25,39.25,2021-12-16,0.065310694
10305088801602,13.75,39.25,2021-12-16,-0.6921537
10306010100104,13.75,39.75,2021-12-16,-0.06379209
10306088801803,13.75,39.75,2021-12-16,-0.06379209
10307088801303,13.75,39.75,2021-12-16,-0.06379209
10308010100402,14.25,39.25,2021-12-16,0.065310694
10309010100311,13.75,39.75,2021-12-16,-0.06379209
10401088800209,12.75,39.25,2021-12-16,-0.06367402
10401088801804,12.75,39.25,2021-12-16,-0.06367402
10403088800201,12.75,39.75,2021-12-16,-0.16042654
10403088801801,12.25,39.75,2021-12-16,-0.42168024
10405010100123,12.25,39.75,2021-12-16,-0.42168024
10405088800102,12.25,39.25,2021-12-16,0.04593727
10408010100204,12.25,39.75,2021-12-16,-0.42168024
10501088800902,14.25,37.25,2021-12-16,-1.0357823
10502020100102,13.75,37.25,2021-12-16,-1.1424556
10502088801410,13.75,37.25,2021-12-16,-1.1424556
10503088800803,13.25,36.75,2021-12-16,-0.8520938
10601010100215,13.75,39.25,2021-12-16,-0.6921537
10602010100216,13.75,39.25,2021-12-16,-0.6921537
10604010100137,13.75,39.25,2021-12-16,-0.6921537
10605010100313,13.25,39.25,2021-12-16,-0.20138404
10606010100423,13.25,39.25,2021-12-16,-0.20138404
10701088800415,13.25,39.25,2021-12-16,-0.20138404
10701088802004,13.25,39.25,2021-12-16,-0.20138404
10702010100112,13.25,39.75,2021-12-16,-0.32531333
10702088801409,13.25,39.25,2021-12-16,-0.20138404
10703088801107,13.75,39.25,2021-12-16,-0.6921537
10704088800402,13.75,39.75,2021-12-16,-0.06379209
20101010100104,11.75,41.25,2021-12-16,-1.9006613
20101088800704,11.75,41.25,2021-12-16,-1.9006613
20103010100203,11.75,41.25,2021-12-16,-1.9006613
20103088800401,11.75,41.25,2021-12-16,-1.9006613
20103088801102,11.25,41.25,2021-12-16,-2.7284985
20106010100102,11.75,40.25,2021-12-16,-1.3355343
20106088801201,11.75,40.25,2021-12-16,-1.3355343
20108088800804,11.25,40.25,2021-12-16,-1.1129798
20201088800301,13.25,39.75,2021-12-16,-0.32531333
20202020100102,13.75,39.75,2021-12-16,-0.06379209
20202088800202,14.25,39.75,2021-12-16,0.20022064
20203010100206,13.25,39.75,2021-12-16,-0.32531333
20203088800202,13.75,39.75,2021-12-16,-0.06379209
20203088800905,13.25,39.75,2021-12-16,-0.32531333
20205088800207,13.75,40.25,2021-12-16,-0.049096543
20205088800715,13.75,39.75,2021-12-16,-0.06379209
20206088800113,14.25,39.75,2021-12-16,0.20022064
20206088800803,14.25,40.25,2021-12-16,0.17982344
20206088801304,14.25,39.75,2021-12-16,0.20022064
