ea_id,ea_latitude,ea_longitude,time,spei
10101088800910,14.25,37.75,2023-10-16,-0.5606221
10102088801010,14.25,38.25,2023-10-16,-0.6532808
10103088800709,14.25,38.25,2023-10-16,-0.6532808
10104010100101,14.25,38.25,2023-10-16,-0.6532808
10104088800405,14.25,38.25,2023-10-16,-0.6532808
10105088800712,14.25,37.75,2023-10-16,-0.5606221
10105088802215,13.75,38.25,2023-10-16,-0.73282164
10106088801204,13.75,38.25,2023-10-16,-0.73282164
10107010100213,14.25,38.25,2023-10-16,-0.6532808
10108010100218,14.25,37.75,2023-10-16,-0.5606221
10201088801806,14.25,38.75,2023-10-16,-1.6747196
10202088801509,14.25,39.25,2023-10-16,-0.8914038
10203020100103,14.25,39.25,2023-10-16,-0.8914038
10203088800910,14.25,39.25,2023-10-16,-0.8914038
10204088800713,14.25,38.75,2023-10-16,-1.6747196
10205088801106,14.25,38.75,2023-10-16,-1.6747196
10206088801508,14.25,38.75,2023-10-16,-1.6747196
10207088802009,13.75,38.75,2023-10-16,-1.3454182
10208088802007,13.75,38.75,2023-10-16,-1.3454182
10209010100218,14.25,38.75,2023-10-16,-1.6747196
10210088801507,13.25,38.75,2023-10-16,-0.4794057
10211010100302,13.75,38.75,2023-10-16,-1.3454182
10212010100510,14.25,38.75,2023-10-16,-1.6747196
10302088800603,14.25,39.75,2023-10-16,-1.1193242
10303088802005,14.25,39.75,2023-10-16,-1.1193242
10304088801407,14.25,39.25,2023-10-16,-0.8914038
10305088801602,13.75,39.25,2023-10-16,-1.4201932
10306010100104,13.75,39.75,2023-10-16,-1.2800753
10306088801803,13.75,39.75,2023-10-16,-1.2800753
10307088801303,13.75,39.75,2023-10-16,-1.2800753
10308010100402,14.25,39.25,2023-10-16,-0.8914038
10309010100311,13.75,39.75,2023-10-16,-1.2800753
10401088800209,12.75,39.25,2023-10-16,-0.31746957
10401088801804,12.75,39.25,2023-10-16,-0.31746957
10403088800201,12.75,39.75,2023-10-16,-0.80829614
10403088801801,12.25,39.75,2023-10-16,-0.973963
10405010100123,12.25,39.75,2023-10-16,-0.973963
10405088800102,12.25,39.25,2023-10-16,-0.44541305
10408010100204,12.25,39.75,2023-10-16,-0.973963
10501088800902,14.25,37.25,2023-10-16,-0.11574114
10502020100102,13.75,37.25,2023-10-16,-0.10183184
10502088801410,13.75,37.25,2023-10-16,-0.10183184
10503088800803,13.25,36.75,2023-10-16,-0.14171962
10601010100215,13.75,39.25,2023-10-16,-1.4201932
10602010100216,13.75,39.25,2023-10-16,-1.4201932
10604010100137,13.75,39.25,2023-10-16,-1.4201932
10605010100313,13.25,39.25,2023-10-16,-0.9557507
10606010100423,13.25,39.25,2023-10-16,-0.9557507
10701088800415,13.25,39.25,2023-10-16,-0.9557507
10701088802004,13.25,39.25,2023-10-16,-0.9557507
10702010100112,13.25,39.75,2023-10-16,-0.98843485
10702088801409,13.25,39.25,2023-10-16,-0.9557507
10703088801107,13.75,39.25,2023-10-16,-1.4201932
10704088800402,13.75,39.75,2023-10-16,-1.2800753
20101010100104,11.75,41.25,2023-10-16,-2.1479626
20101088800704,11.75,41.25,2023-10-16,-2.1479626
20103010100203,11.75,41.25,2023-10-16,-2.1479626
20103088800401,11.75,41.25,2023-10-16,-2.1479626
20103088801102,11.25,41.25,2023-10-16,-1.769983
20106010100102,11.75,40.25,2023-10-16,-1.6958505
20106088801201,11.75,40.25,2023-10-16,-1.6958505
20108088800804,11.25,40.25,2023-10-16,-1.4500628
20201088800301,13.25,39.75,2023-10-16,-0.98843485
20202020100102,13.75,39.75,2023-10-16,-1.2800753
20202088800202,14.25,39.75,2023-10-16,-1.1193242
20203010100206,13.25,39.75,2023-10-16,-0.98843485
20203088800202,13.75,39.75,2023-10-16,-1.2800753
20203088800905,13.25,39.75,2023-10-16,-0.98843485
20205088800207,13.75,40.25,2023-10-16,-2.1013396
20205088800715,13.75,39.75,2023-10-16,-1.2800753
20206088800113,14.25,39.75,2023-10-16,-1.1193242
20206088800803,14.25,40.25,2023-10-16,-2.3552065
20206088801304,14.25,39.75,2023-10-16,-1.1193242
20207010100104,13.25,40.75,2023-10-16,-3.6744268
20301020100111,9.25,40.25,2023-10-16,-1.4234066
20301088800303,9.25,40.25,2023-10-16,-1.4234066
20302088800306,9.25,39.75,2023-10-16,-0.90030825
20303088800501,10.25,40.75,2023-10-16,-1.8453467
20304088800703,9.75,40.25,2023-10-16,-1.640984
20305010100306,8.75,40.25,2023-10-16,-0.93066674
20305010100601,8.75,40.25,2023-10-16,-0.93066674
20306088800903,9.25,39.75,2023-10-16,-0.90030825
20401088800602,12.25,40.25,2023-10-16,-1.408263
20403010100102,12.25,40.25,2023-10-16,-1.408263
20403088800302,12.75,40.25,2023-10-16,-1.9500391
20404088800501,12.25,39.75,2023-10-16,-0.973963
20405088800405,12.25,39.75,2023-10-16,-0.973963
20501088800601,10.75,40.25,2023-10-16,-1.3424035
20502088800303,10.25,40.25,2023-10-16,-1.7979262
20502088801101,9.75,40.25,2023-10-16,-1.640984
20503010100101,10.75,40.25,2023-10-16,-1.3424035
20504088800505,10.75,40.25,2023-10-16,-1.3424035
20504088801102,10.25,40.25,2023-10-16,-1.7979262
20601010100306,11.75,40.75,2023-10-16,-1.5475105
20601010100330,11.75,40.75,2023-10-16,-1.5475105
30103088803101,12.75,38.25,2023-10-16,-0.20324707
30106088801805,13.25,38.25,2023-10-16,-0.041599415
30202088802410,12.25,37.75,2023-10-16,-0.33502248
30206010100105,11.75,38.75,2023-10-16,-0.8033476
30206088800908,11.75,38.75,2023-10-16,-0.8033476
30209088803514,11.25,37.75,2023-10-16,-0.9059478
30214020100104,11.25,37.75,2023-10-16,-0.9059478
30303088800803,12.25,39.25,2023-10-16,-0.44541305
30307088802601,11.75,39.25,2023-10-16,-0.77259153
30309010100310,11.75,39.75,2023-10-16,-0.8870703
30312088800504,11.75,39.25,2023-10-16,-0.77259153
30401088801512,11.25,38.75,2023-10-16,-1.0960933
30404088801907,11.25,39.75,2023-10-16,-1.0359894
30409010100102,10.75,39.75,2023-10-16,-1.2567688
30409088800307,11.25,39.25,2023-10-16,-1.2192882
30412088800503,10.75,38.75,2023-10-16,-1.1770945
30416088801301,10.75,38.75,2023-10-16,-1.1770945
30421010100402,10.75,38.75,2023-10-16,-1.1770945
30505088800505,10.25,39.75,2023-10-16,-1.3176737
30512088800206,10.25,39.75,2023-10-16,-1.3176737
30519088801304,9.75,39.75,2023-10-16,0.018786086
30526010100201,10.25,39.75,2023-10-16,-1.3176737
30602088802210,11.25,37.75,2023-10-16,-0.9059478
30606088800202,10.75,38.25,2023-10-16,-0.785791
30610010100110,10.25,37.75,2023-10-16,-0.25230294
30610088800708,10.25,37.75,2023-10-16,-0.25230294
30614088801003,10.25,38.25,2023-10-16,-0.59291375
30616010100207,10.75,37.75,2023-10-16,-0.6350932
30701088800919,11.75,37.25,2023-10-16,-0.60575306
30703088802911,11.25,37.25,2023-10-16,-0.70226383
30706010100103,10.75,37.25,2023-10-16,-0.4631553
30707088800708,10.75,37.75,2023-10-16,-0.6350932
30710088801809,9.75,36.75,2023-10-16,0.04721114
30714010100520,10.75,37.25,2023-10-16,-0.4631553
30803030100101,12.25,38.75,2023-10-16,-0.6332628
30803088802708,12.25,38.75,2023-10-16,-0.6332628
30808088800201,12.75,39.25,2023-10-16,-0.31746957
30902088800605,10.75,36.75,2023-10-16,-0.21096441
30906088802103,11.25,36.75,2023-10-16,-0.2712806
30910010100304,10.75,36.75,2023-10-16,-0.21096441
31002088801007,11.25,39.75,2023-10-16,-1.0359894
31004088801803,10.75,39.75,2023-10-16,-1.2567688
31007010100107,11.25,40.25,2023-10-16,-1.4500628
31101088800314,11.75,37.25,2023-10-16,-0.60575306
31101088800715,11.25,37.25,2023-10-16,-0.70226383
31105010500201,11.75,37.25,2023-10-16,-0.60575306
31201088800105,11.25,39.75,2023-10-16,-1.0359894
31201088800502,10.75,39.75,2023-10-16,-1.2567688
31301088800101,11.25,39.75,2023-10-16,-1.0359894
31301088800401,11.25,39.75,2023-10-16,-1.0359894
31303010300223,11.25,39.75,2023-10-16,-1.0359894
31401088800203,12.75,37.25,2023-10-16,0.05324726
31401088800709,12.75,37.25,2023-10-16,0.05324726
31405010100309,12.75,37.25,2023-10-16,0.05324726
31503088800107,12.75,37.75,2023-10-16,-0.027049188
31506010100103,12.25,37.75,2023-10-16,-0.33502248
31506088800509,12.75,37.75,2023-10-16,-0.027049188
31511088801109,12.25,37.25,2023-10-16,-0.23549055
31603088801008,12.25,35.75,2023-10-16,0.03721273
31604088800605,12.75,36.75,2023-10-16,-0.33142042
31605010100105,13.75,36.25,2023-10-16,-0.30964482
40116010100105,9.25,34.75,2023-10-16,1.4279597
40203088800403,10.25,36.75,2023-10-16,-0.16321415
40212088800506,8.75,36.75,2023-10-16,0.46585798
40302010100105,8.75,35.75,2023-10-16,0.58850443
40302088801201,8.75,35.75,2023-10-16,0.58850443
40310088800903,8.25,35.75,2023-10-16,0.7704986
40403088803808,7.75,37.25,2023-10-16,0.14387617
40409088801903,7.75,36.75,2023-10-16,0.72011983
40416088800808,7.75,36.75,2023-10-16,0.72011983
40417010100207,7.75,36.75,2023-10-16,0.72011983
