ea_id,ea_latitude,ea_longitude,time,spei
10101088800910,14.25,37.75,2021-04-16,2.4422293
10102088801010,14.25,38.25,2021-04-16,2.2891183
10103088800709,14.25,38.25,2021-04-16,2.2891183
10104010100101,14.25,38.25,2021-04-16,2.2891183
10104088800405,14.25,38.25,2021-04-16,2.2891183
10105088800712,14.25,37.75,2021-04-16,2.4422293
10105088802215,13.75,38.25,2021-04-16,2.4039135
10106088801204,13.75,38.25,2021-04-16,2.4039135
10107010100213,14.25,38.25,2021-04-16,2.2891183
10108010100218,14.25,37.75,2021-04-16,2.4422293
10201088801806,14.25,38.75,2021-04-16,2.1059437
10202088801509,14.25,39.25,2021-04-16,1.9211321
10203020100103,14.25,39.25,2021-04-16,1.9211321
10203088800910,14.25,39.25,2021-04-16,1.9211321
10204088800713,14.25,38.75,2021-04-16,2.1059437
10205088801106,14.25,38.75,2021-04-16,2.1059437
10206088801508,14.25,38.75,2021-04-16,2.1059437
10207088802009,13.75,38.75,2021-04-16,2.3347929
10208088802007,13.75,38.75,2021-04-16,2.3347929
10209010100218,14.25,38.75,2021-04-16,2.1059437
10210088801507,13.25,38.75,2021-04-16,2.5738816
10211010100302,13.75,38.75,2021-04-16,2.3347929
10212010100510,14.25,38.75,2021-04-16,2.1059437
10302088800603,14.25,39.75,2021-04-16,1.6375151
10303088802005,14.25,39.75,2021-04-16,1.6375151
10304088801407,14.25,39.25,2021-04-16,1.9211321
10305088801602,13.75,39.25,2021-04-16,2.2251666
10306010100104,13.75,39.75,2021-04-16,1.9629421
10306088801803,13.75,39.75,2021-04-16,1.9629421
10307088801303,13.75,39.75,2021-04-16,1.9629421
10308010100402,14.25,39.25,2021-04-16,1.9211321
10309010100311,13.75,39.75,2021-04-16,1.9629421
10401088800209,12.75,39.25,2021-04-16,2.6056778
10401088801804,12.75,39.25,2021-04-16,2.6056778
10403088800201,12.75,39.75,2021-04-16,2.433832
10403088801801,12.25,39.75,2021-04-16,2.517373
10405010100123,12.25,39.75,2021-04-16,2.517373
10405088800102,12.25,39.25,2021-04-16,2.8732462
10408010100204,12.25,39.75,2021-04-16,2.517373
10501088800902,14.25,37.25,2021-04-16,2.5010097
10502020100102,13.75,37.25,2021-04-16,2.558228
10502088801410,13.75,37.25,2021-04-16,2.558228
10503088800803,13.25,36.75,2021-04-16,3.0493448
10601010100215,13.75,39.25,2021-04-16,2.2251666
10602010100216,13.75,39.25,2021-04-16,2.2251666
10604010100137,13.75,39.25,2021-04-16,2.2251666
10605010100313,13.25,39.25,2021-04-16,2.537907
10606010100423,13.25,39.25,2021-04-16,2.537907
10701088800415,13.25,39.25,2021-04-16,2.537907
10701088802004,13.25,39.25,2021-04-16,2.537907
10702010100112,13.25,39.75,2021-04-16,2.1655903
10702088801409,13.25,39.25,2021-04-16,2.537907
10703088801107,13.75,39.25,2021-04-16,2.2251666
10704088800402,13.75,39.75,2021-04-16,1.9629421
20101010100104,11.75,41.25,2021-04-16,-0.25961334
20101088800704,11.75,41.25,2021-04-16,-0.25961334
20103010100203,11.75,41.25,2021-04-16,-0.25961334
20103088800401,11.75,41.25,2021-04-16,-0.25961334
20103088801102,11.25,41.25,2021-04-16,-0.8407261
20106010100102,11.75,40.25,2021-04-16,1.2243656
20106088801201,11.75,40.25,2021-04-16,1.2243656
20108088800804,11.25,40.25,2021-04-16,0.71616024
20201088800301,13.25,39.75,2021-04-16,2.1655903
20202020100102,13.75,39.75,2021-04-16,1.9629421
20202088800202,14.25,39.75,2021-04-16,1.6375151
20203010100206,13.25,39.75,2021-04-16,2.1655903
20203088800202,13.75,39.75,2021-04-16,1.9629421
20203088800905,13.25,39.75,2021-04-16,2.1655903
20205088800207,13.75,40.25,2021-04-16,1.8167115
20205088800715,13.75,39.75,2021-04-16,1.9629421
20206088800113,14.25,39.75,2021-04-16,1.6375151
20206088800803,14.25,40.25,2021-04-16,1.6094376
20206088801304,14.25,39.75,2021-04-16,1.6375151
20207010100104,13.25,40.75,2021-04-16,1.3157707
20301020100111,9.25,40.25,2021-04-16,-1.4082873
20301088800303,9.25,40.25,2021-04-16,-1.4082873
20302088800306,9.25,39.75,2021-04-16,-0.68027973
20303088800501,10.25,40.75,2021-04-16,0.5475342
20304088800703,9.75,40.25,2021-04-16,-1.3960114
20305010100306,8.75,40.25,2021-04-16,-1.2121449
20305010100601,8.75,40.25,2021-04-16,-1.2121449
20306088800903,9.25,39.75,2021-04-16,-0.68027973
20401088800602,12.25,40.25,2021-04-16,1.5441545
20403010100102,12.25,40.25,2021-04-16,1.5441545
20403088800302,12.75,40.25,2021-04-16,2.0402942
20404088800501,12.25,39.75,2021-04-16,2.517373
20405088800405,12.25,39.75,2021-04-16,2.517373
20501088800601,10.75,40.25,2021-04-16,-0.19939421
20502088800303,10.25,40.25,2021-04-16,-1.0831236
20502088801101,9.75,40.25,2021-04-16,-1.3960114
20503010100101,10.75,40.25,2021-04-16,-0.19939421
20504088800505,10.75,40.25,2021-04-16,-0.19939421
20504088801102,10.25,40.25,2021-04-16,-1.0831236
20601010100306,11.75,40.75,2021-04-16,0.6113912
20601010100330,11.75,40.75,2021-04-16,0.6113912
30103088803101,12.75,38.25,2021-04-16,2.6456077
30106088801805,13.25,38.25,2021-04-16,2.4550376
30202088802410,12.25,37.75,2021-04-16,2.6801014
30206010100105,11.75,38.75,2021-04-16,2.9658916
30206088800908,11.75,38.75,2021-04-16,2.9658916
30209088803514,11.25,37.75,2021-04-16,0.3895615
30214020100104,11.25,37.75,2021-04-16,0.3895615
30303088800803,12.25,39.25,2021-04-16,2.8732462
30307088802601,11.75,39.25,2021-04-16,2.8047912
30309010100310,11.75,39.75,2021-04-16,1.9246112
30312088800504,11.75,39.25,2021-04-16,2.8047912
30401088801512,11.25,38.75,2021-04-16,2.7641253
30404088801907,11.25,39.75,2021-04-16,1.3160399
30409010100102,10.75,39.75,2021-04-16,0.8324015
30409088800307,11.25,39.25,2021-04-16,2.254871
30412088800503,10.75,38.75,2021-04-16,2.2904902
30416088801301,10.75,38.75,2021-04-16,2.2904902
30421010100402,10.75,38.75,2021-04-16,2.2904902
30505088800505,10.25,39.75,2021-04-16,-0.0061066644
30512088800206,10.25,39.75,2021-04-16,-0.0061066644
30519088801304,9.75,39.75,2021-04-16,-0.8645079
30526010100201,10.25,39.75,2021-04-16,-0.0061066644
30602088802210,11.25,37.75,2021-04-16,0.3895615
30606088800202,10.75,38.25,2021-04-16,2.6003916
30610010100110,10.25,37.75,2021-04-16,2.2505562
30610088800708,10.25,37.75,2021-04-16,2.2505562
30614088801003,10.25,38.25,2021-04-16,2.0449598
30616010100207,10.75,37.75,2021-04-16,2.6815164
30701088800919,11.75,37.25,2021-04-16,2.637145
30703088802911,11.25,37.25,2021-04-16,0.38712955
30706010100103,10.75,37.25,2021-04-16,2.504298
30707088800708,10.75,37.75,2021-04-16,2.6815164
30710088801809,9.75,36.75,2021-04-16,2.285224
30714010100520,10.75,37.25,2021-04-16,2.504298
30803030100101,12.25,38.75,2021-04-16,0.39341396
30803088802708,12.25,38.75,2021-04-16,0.39341396
30808088800201,12.75,39.25,2021-04-16,2.6056778
30902088800605,10.75,36.75,2021-04-16,2.366115
30906088802103,11.25,36.75,2021-04-16,0.18735585
30910010100304,10.75,36.75,2021-04-16,2.366115
31002088801007,11.25,39.75,2021-04-16,1.3160399
31004088801803,10.75,39.75,2021-04-16,0.8324015
31007010100107,11.25,40.25,2021-04-16,0.71616024
31101088800314,11.75,37.25,2021-04-16,2.637145
31101088800715,11.25,37.25,2021-04-16,0.38712955
31105010500201,11.75,37.25,2021-04-16,2.637145
31201088800105,11.25,39.75,2021-04-16,1.3160399
31201088800502,10.75,39.75,2021-04-16,0.8324015
31301088800101,11.25,39.75,2021-04-16,1.3160399
31301088800401,11.25,39.75,2021-04-16,1.3160399
31303010300223,11.25,39.75,2021-04-16,1.3160399
31401088800203,12.75,37.25,2021-04-16,2.503596
31401088800709,12.75,37.25,2021-04-16,2.503596
31405010100309,12.75,37.25,2021-04-16,2.503596
31503088800107,12.75,37.75,2021-04-16,2.6063564
31506010100103,12.25,37.75,2021-04-16,2.6801014
31506088800509,12.75,37.75,2021-04-16,2.6063564
31511088801109,12.25,37.25,2021-04-16,2.5818832
31603088801008,12.25,35.75,2021-04-16,2.0585485
31604088800605,12.75,36.75,2021-04-16,3.209702
31605010100105,13.75,36.25,2021-04-16,2.108856
40116010100105,9.25,34.75,2021-04-16,1.0616004
40203088800403,10.25,36.75,2021-04-16,2.2702594
40212088800506,8.75,36.75,2021-04-16,1.9693508
40302010100105,8.75,35.75,2021-04-16,1.7464463
40302088801201,8.75,35.75,2021-04-16,1.7464463
40310088800903,8.25,35.75,2021-04-16,1.8361162
40403088803808,7.75,37.25,2021-04-16,2.284757
40409088801903,7.75,36.75,2021-04-16,2.0845094
40416088800808,7.75,36.75,2021-04-16,2.0845094
40417010100207,7.75,36.75,2021-04-16,2.0845094
40502088800607,9.25,37.75,2021-04-16,2.3900602
40511088800604,9.25,38.25,2021-04-16,2.0130172
40521020100101,9.75,38.25,2021-04-16,1.9788142
40601088802404,9.75,38.25,2021-04-16,1.9788142
40606088801505,9.75,38.75,2021-04-16,0.9338674
40701088801707,8.75,39.75,2021-04-16,-0.27195615
40702030100113,8.75,39.75,2021-04-16,-0.27195615
40706088802003,8.75,38.75,2021-04-16,1.2629687
40804088800112,8.75,39.75,2021-04-16,-0.27195615
40807010100204,8.25,39.25,2021-04-16,0.59031004
40812088800704,7.75,39.75,2021-04-16,0.24310069
40818088802107,7.25,39.25,2021-04-16,1.236988
40903010100103,9.25,41.25,2021-04-16,-2.12848
40903088802905,9.25,41.25,2021-04-16,-2.12848
40909088802804,8.25,40.25,2021-04-16,-0.99803954
40913088802102,9.25,40.75,2021-04-16,-1.9335341
41001088801403,9.25,42.25,2021-04-16,-1.9113523
41008088801110,9.25,41.75,2021-04-16,-1.8723063
41009010100207,9.25,41.75,2021-04-16,-1.8723063
41013088801410,9.25,41.75,2021-04-16,-1.8723063
41109088800302,7.25,40.25,2021-04-16,-0.22857822
41112010100108,6.25,39.75,2021-04-16,0.40982214
41117088800104,7.25,40.75,2021-04-16,-1.1168674
41207088800703,4.75,38.25,2021-04-16,0.36203048
41212088800904,4.75,37.25,2021-04-16,-0.18968269
41303088803505,8.25,38.25,2021-04-16,1.8855963
41310088801505,8.25,38.25,2021-04-16,1.8855963
41401088802208,5.75,38.75,2021-04-16,0.6465782
41407088800512,5.25,39.75,2021-04-16,-0.43002227
41502088800405,6.25,38.25,2021-04-16,1.6617383
41506088800605,5.75,38.25,2021-04-16,0.88434196
41602020100103,9.25,38.75,2021-04-16,0.87250966
41602088800902,9.25,38.75,2021-04-16,0.87250966
41606088800702,8.75,38.75,2021-04-16,1.2629687
41701088800105,7.25,38.25,2021-04-16,2.1111195
41704088803702,6.75,38.75,2021-04-16,1.6969303
41709088800509,6.75,39.25,2021-04-16,1.1753129
41801088800702,8.75,35.25,2021-04-16,1.6643238
41803010100206,8.75,35.25,2021-04-16,1.6643238
41805088802106,8.25,34.75,2021-04-16,1.3910462
41907088801302,9.25,37.25,2021-04-16,2.3220105
41911088801308,9.25,37.25,2021-04-16,2.3220105
42002088802503,8.25,36.25,2021-04-16,1.8910711
42007088801902,8.25,36.75,2021-04-16,2.0039675
42101010101005,8.75,39.25,2021-04-16,0.38554412
42101010501435,8.75,39.25,2021-04-16,0.38554412
42323010101103,8.75,38.75,2021-04-16,1.2629687
42424010100685,9.25,38.75,2021-04-16,0.87250966
42828010100624,9.25,36.75,2021-04-16,2.0692277
43030010100345,8.75,38.75,2021-04-16,1.2629687
43131010100723,7.25,38.75,2021-04-16,1.8561035
