ea_id,ea_latitude,ea_longitude,time,spei
10101088800910,14.25,37.75,2022-03-16,-0.62807304
10102088801010,14.25,38.25,2022-03-16,-0.046220575
10103088800709,14.25,38.25,2022-03-16,-0.046220575
10104010100101,14.25,38.25,2022-03-16,-0.046220575
10104088800405,14.25,38.25,2022-03-16,-0.046220575
10105088800712,14.25,37.75,2022-03-16,-0.62807304
10105088802215,13.75,38.25,2022-03-16,-0.15787041
10106088801204,13.75,38.25,2022-03-16,-0.15787041
10107010100213,14.25,38.25,2022-03-16,-0.046220575
10108010100218,14.25,37.75,2022-03-16,-0.62807304
10201088801806,14.25,38.75,2022-03-16,0.24504824
10202088801509,14.25,39.25,2022-03-16,0.45321634
10203020100103,14.25,39.25,2022-03-16,0.45321634
10203088800910,14.25,39.25,2022-03-16,0.45321634
10204088800713,14.25,38.75,2022-03-16,0.24504824
10205088801106,14.25,38.75,2022-03-16,0.24504824
10206088801508,14.25,38.75,2022-03-16,0.24504824
10207088802009,13.75,38.75,2022-03-16,0.17752932
10208088802007,13.75,38.75,2022-03-16,0.17752932
10209010100218,14.25,38.75,2022-03-16,0.24504824
10210088801507,13.25,38.75,2022-03-16,0.26762825
10211010100302,13.75,38.75,2022-03-16,0.17752932
10212010100510,14.25,38.75,2022-03-16,0.24504824
10302088800603,14.25,39.75,2022-03-16,0.30924532
10303088802005,14.25,39.75,2022-03-16,0.30924532
10304088801407,14.25,39.25,2022-03-16,0.45321634
10305088801602,13.75,39.25,2022-03-16,0.38004908
10306010100104,13.75,39.75,2022-03-16,0.20132568
10306088801803,13.75,39.75,2022-03-16,0.20132568
10307088801303,13.75,39.75,2022-03-16,0.20132568
10308010100402,14.25,39.25,2022-03-16,0.45321634
10309010100311,13.75,39.75,2022-03-16,0.20132568
10401088800209,12.75,39.25,2022-03-16,0.25365484
10401088801804,12.75,39.25,2022-03-16,0.25365484
10403088800201,12.75,39.75,2022-03-16,0.06167279
10403088801801,12.25,39.75,2022-03-16,0.1215328
10405010100123,12.25,39.75,2022-03-16,0.1215328
10405088800102,12.25,39.25,2022-03-16,0.22194558
10408010100204,12.25,39.75,2022-03-16,0.1215328
10501088800902,14.25,37.25,2022-03-16,-0.6183379
10502020100102,13.75,37.25,2022-03-16,-0.32461113
10502088801410,13.75,37.25,2022-03-16,-0.32461113
10503088800803,13.25,36.75,2022-03-16,-0.12295344
10601010100215,13.75,39.25,2022-03-16,0.38004908
10602010100216,13.75,39.25,2022-03-16,0.38004908
10604010100137,13.75,39.25,2022-03-16,0.38004908
10605010100313,13.25,39.25,2022-03-16,0.20236287
10606010100423,13.25,39.25,2022-03-16,0.20236287
10701088800415,13.25,39.25,2022-03-16,0.20236287
10701088802004,13.25,39.25,2022-03-16,0.20236287
10702010100112,13.25,39.75,2022-03-16,0.15273747
10702088801409,13.25,39.25,2022-03-16,0.20236287
10703088801107,13.75,39.25,2022-03-16,0.38004908
10704088800402,13.75,39.75,2022-03-16,0.20132568
20101010100104,11.75,41.25,2022-03-16,-0.104584634
20101088800704,11.75,41.25,2022-03-16,-0.104584634
20103010100203,11.75,41.25,2022-03-16,-0.104584634
20103088800401,11.75,41.25,2022-03-16,-0.104584634
20103088801102,11.25,41.25,2022-03-16,0.1138391
20106010100102,11.75,40.25,2022-03-16,-0.04065191
20106088801201,11.75,40.25,2022-03-16,-0.04065191
20108088800804,11.25,40.25,2022-03-16,0.021814978
20201088800301,13.25,39.75,2022-03-16,0.15273747
20202020100102,13.75,39.75,2022-03-16,0.20132568
20202088800202,14.25,39.75,2022-03-16,0.30924532
20203010100206,13.25,39.75,2022-03-16,0.15273747
20203088800202,13.75,39.75,2022-03-16,0.20132568
20203088800905,13.25,39.75,2022-03-16,0.15273747
20205088800207,13.75,40.25,2022-03-16,-0.00060543435
20205088800715,13.75,39.75,2022-03-16,0.20132568
20206088800113,14.25,39.75,2022-03-16,0.30924532
20206088800803,14.25,40.25,2022-03-16,-0.2094049
20206088801304,14.25,39.75,2022-03-16,0.30924532
20207010100104,13.25,40.75,2022-03-16,-0.26192948
20301020100111,9.25,40.25,2022-03-16,0.19568358
20301088800303,9.25,40.25,2022-03-16,0.19568358
20302088800306,9.25,39.75,2022-03-16,0.11578332
20303088800501,10.25,40.75,2022-03-16,0.07231152
20304088800703,9.75,40.25,2022-03-16,0.18069908
20305010100306,8.75,40.25,2022-03-16,0.18597728
20305010100601,8.75,40.25,2022-03-16,0.18597728
20306088800903,9.25,39.75,2022-03-16,0.11578332
20401088800602,12.25,40.25,2022-03-16,-0.08838043
20403010100102,12.25,40.25,2022-03-16,-0.08838043
20403088800302,12.75,40.25,2022-03-16,-0.11519077
20404088800501,12.25,39.75,2022-03-16,0.1215328
20405088800405,12.25,39.75,2022-03-16,0.1215328
20501088800601,10.75,40.25,2022-03-16,0.17573503
20502088800303,10.25,40.25,2022-03-16,0.09421954
20502088801101,9.75,40.25,2022-03-16,0.18069908
20503010100101,10.75,40.25,2022-03-16,0.17573503
20504088800505,10.75,40.25,2022-03-16,0.17573503
20504088801102,10.25,40.25,2022-03-16,0.09421954
20601010100306,11.75,40.75,2022-03-16,-0.059965335
20601010100330,11.75,40.75,2022-03-16,-0.059965335
30103088803101,12.75,38.25,2022-03-16,0.114533804
30106088801805,13.25,38.25,2022-03-16,0.734804
30202088802410,12.25,37.75,2022-03-16,0.13320337
30206010100105,11.75,38.75,2022-03-16,0.28214732
30206088800908,11.75,38.75,2022-03-16,0.28214732
30209088803514,11.25,37.75,2022-03-16,0.030752119
30214020100104,11.25,37.75,2022-03-16,0.030752119
30303088800803,12.25,39.25,2022-03-16,0.22194558
30307088802601,11.75,39.25,2022-03-16,0.32369766
30309010100310,11.75,39.75,2022-03-16,0.17116226
30312088800504,11.75,39.25,2022-03-16,0.32369766
30401088801512,11.25,38.75,2022-03-16,0.3269636
30404088801907,11.25,39.75,2022-03-16,0.16649362
30409010100102,10.75,39.75,2022-03-16,0.15152802
30409088800307,11.25,39.25,2022-03-16,0.2320367
30412088800503,10.75,38.75,2022-03-16,0.1859864
30416088801301,10.75,38.75,2022-03-16,0.1859864
30421010100402,10.75,38.75,2022-03-16,0.1859864
30505088800505,10.25,39.75,2022-03-16,0.21797304
30512088800206,10.25,39.75,2022-03-16,0.21797304
30519088801304,9.75,39.75,2022-03-16,0.06066794
30526010100201,10.25,39.75,2022-03-16,0.21797304
30602088802210,11.25,37.75,2022-03-16,0.030752119
30606088800202,10.75,38.25,2022-03-16,0.2250786
30610010100110,10.25,37.75,2022-03-16,-0.03591103
30610088800708,10.25,37.75,2022-03-16,-0.03591103
