ea_id,ea_latitude,ea_longitude,time,spei,saq06
10105088800712,14.25,37.75,2023-01-16,0.6534565,7
10105088800712,14.25,37.75,2023-02-15,-0.49545252,7
10105088800712,14.25,37.75,2023-03-16,-0.19635174,7
10105088800712,14.25,37.75,2023-04-16,-0.31043085,7
10105088800712,14.25,37.75,2023-05-16,-0.7075238,7
10105088800712,14.25,37.75,2023-06-16,-0.16096294,7
10105088800712,14.25,37.75,2023-07-16,0.067553364,7
10105088800712,14.25,37.75,2023-08-16,0.07563857,7
10105088800712,14.25,37.75,2023-09-16,-0.20815264,7
10105088800712,14.25,37.75,2023-10-16,-0.5389653,7
10105088800712,14.25,37.75,2023-11-16,-0.6819779,7
10105088800712,14.25,37.75,2023-12-16,-0.82582986,7
10105088802215,13.75,38.25,2020-01-16,1.1326107,22
10105088802215,13.75,38.25,2020-02-15,0.9079417,22
10105088802215,13.75,38.25,2020-03-16,-0.13300696,22
10105088802215,13.75,38.25,2020-04-16,-0.47237003,22
10105088802215,13.75,38.25,2020-05-16,-0.41471815,22
10105088802215,13.75,38.25,2020-06-16,0.13840649,22
10105088802215,13.75,38.25,2020-07-16,0.17448537,22
10105088802215,13.75,38.25,2020-08-16,1.2871187,22
10105088802215,13.75,38.25,2020-09-16,1.3660496,22
10105088802215,13.75,38.25,2020-10-16,1.7718221,22
10105088802215,13.75,38.25,2020-11-16,0.81607336,22
10105088802215,13.75,38.25,2020-12-16,0.42070472,22
10105088802215,13.75,38.25,2021-01-16,0.16315162,22
10105088802215,13.75,38.25,2021-02-15,-1.1942149,22
10105088802215,13.75,38.25,2021-03-16,-0.4702619,22
10105088802215,13.75,38.25,2021-04-16,2.0178862,22
10105088802215,13.75,38.25,2021-05-16,1.546648,22
10105088802215,13.75,38.25,2021-06-16,1.1645597,22
10105088802215,13.75,38.25,2021-07-16,0.5427914,22
10105088802215,13.75,38.25,2021-08-16,0.35159436,22
10105088802215,13.75,38.25,2021-09-16,0.6513547,22
10105088802215,13.75,38.25,2021-10-16,0.5219771,22
10105088802215,13.75,38.25,2021-11-16,1.5453382,22
10105088802215,13.75,38.25,2021-12-16,1.0212198,22
10105088802215,13.75,38.25,2022-01-16,1.2783179,22
10105088802215,13.75,38.25,2022-02-15,0.49858218,22
10105088802215,13.75,38.25,2022-03-16,0.64850575,22
10105088802215,13.75,38.25,2022-04-16,0.47883615,22
10105088802215,13.75,38.25,2022-05-16,-1.3286504,22
10105088802215,13.75,38.25,2022-06-16,-0.044959784,22
10105088802215,13.75,38.25,2022-07-16,-0.2936109,22
10105088802215,13.75,38.25,2022-08-16,1.0756431,22
10105088802215,13.75,38.25,2022-09-16,0.7643965,22
10105088802215,13.75,38.25,2022-10-16,1.426877,22
10105088802215,13.75,38.25,2022-11-16,0.49717385,22
10105088802215,13.75,38.25,2022-12-16,1.112394,22
10105088802215,13.75,38.25,2023-01-16,0.70280737,22
10105088802215,13.75,38.25,2023-02-15,-0.82199764,22
10105088802215,13.75,38.25,2023-03-16,0.16200651,22
10105088802215,13.75,38.25,2023-04-16,0.24438459,22
10105088802215,13.75,38.25,2023-05-16,0.12948082,22
10105088802215,13.75,38.25,2023-06-16,0.8137356,22
10105088802215,13.75,38.25,2023-07-16,0.47680798,22
10105088802215,13.75,38.25,2023-08-16,0.20883262,22
10105088802215,13.75,38.25,2023-09-16,-0.50935984,22
10105088802215,13.75,38.25,2023-10-16,-0.8981927,22
10105088802215,13.75,38.25,2023-11-16,-1.1765641,22
10105088802215,13.75,38.25,2023-12-16,-0.91071033,22
10106088801204,13.75,38.25,2020-01-16,1.1326107,12
10106088801204,13.75,38.25,2020-02-15,0.9079417,12
10106088801204,13.75,38.25,2020-03-16,-0.13300696,12
10106088801204,13.75,38.25,2020-04-16,-0.47237003,12
10106088801204,13.75,38.25,2020-05-16,-0.41471815,12
10106088801204,13.75,38.25,2020-06-16,0.13840649,12
10106088801204,13.75,38.25,2020-07-16,0.17448537,12
10106088801204,13.75,38.25,2020-08-16,1.2871187,12
10106088801204,13.75,38.25,2020-09-16,1.3660496,12
10106088801204,13.75,38.25,2020-10-16,1.7718221,12
10106088801204,13.75,38.25,2020-11-16,0.81607336,12
10106088801204,13.75,38.25,2020-12-16,0.42070472,12
10106088801204,13.75,38.25,2021-01-16,0.16315162,12
10106088801204,13.75,38.25,2021-02-15,-1.1942149,12
10106088801204,13.75,38.25,2021-03-16,-0.4702619,12
10106088801204,13.75,38.25,2021-04-16,2.0178862,12
10106088801204,13.75,38.25,2021-05-16,1.546648,12
10106088801204,13.75,38.25,2021-06-16,1.1645597,12
10106088801204,13.75,38.25,2021-07-16,0.5427914,12
10106088801204,13.75,38.25,2021-08-16,0.35159436,12
10106088801204,13.75,38.25,2021-09-16,0.6513547,12
10106088801204,13.75,38.25,2021-10-16,0.5219771,12
10106088801204,13.75,38.25,2021-11-16,1.5453382,12
10106088801204,13.75,38.25,2021-12-16,1.0212198,12
10106088801204,13.75,38.25,2022-01-16,1.2783179,12
10106088801204,13.75,38.25,2022-02-15,0.49858218,12
10106088801204,13.75,38.25,2022-03-16,0.64850575,12
10106088801204,13.75,38.25,2022-04-16,0.47883615,12
10106088801204,13.75,38.25,2022-05-16,-1.3286504,12
10106088801204,13.75,38.25,2022-06-16,-0.044959784,12
10106088801204,13.75,38.25,2022-07-16,-0.2936109,12
10106088801204,13.75,38.25,2022-08-16,1.0756431,12
10106088801204,13.75,38.25,2022-09-16,0.7643965,12
10106088801204,13.75,38.25,2022-10-16,1.426877,12
10106088801204,13.75,38.25,2022-11-16,0.49717385,12
10106088801204,13.75,38.25,2022-12-16,1.112394,12
10106088801204,13.75,38.25,2023-01-16,0.70280737,12
10106088801204,13.75,38.25,2023-02-15,-0.82199764,12
10106088801204,13.75,38.25,2023-03-16,0.16200651,12
10106088801204,13.75,38.25,2023-04-16,0.24438459,12
10106088801204,13.75,38.25,2023-05-16,0.12948082,12
10106088801204,13.75,38.25,2023-06-16,0.8137356,12
10106088801204,13.75,38.25,2023-07-16,0.47680798,12
10106088801204,13.75,38.25,2023-08-16,0.20883262,12
