min,max,mean,year,adm3_pcode
,,,2020-10-16T00:00:00.000000000,ET040409
,,,2020-10-16T00:00:00.000000000,ET040410
-0.6499520540237427,-0.6499520540237427,-0.6499520540237427,2020-10-16T00:00:00.000000000,ET040411
,,,2020-10-16T00:00:00.000000000,ET040412
-0.7113682627677917,-0.7113682627677917,-0.7113682627677917,2020-10-16T00:00:00.000000000,ET040413
,,,2020-10-16T00:00:00.000000000,ET040414
-0.5027776956558228,-0.5027776956558228,-0.5027776956558228,2020-10-16T00:00:00.000000000,ET040415
,,,2020-10-16T00:00:00.000000000,ET040416
,,,2020-10-16T00:00:00.000000000,ET040417
,,,2020-10-16T00:00:00.000000000,ET040418
,,,2020-10-16T00:00:00.000000000,ET040490
,,,2020-10-16T00:00:00.000000000,ET040491
,,,2020-10-16T00:00:00.000000000,ET040495
,,,2020-10-16T00:00:00.000000000,ET040499
,,,2020-10-16T00:00:00.000000000,ET040500
-0.16336491703987122,-0.16336491703987122,-0.16336491703987122,2020-10-16T00:00:00.000000000,ET040501
,,,2020-10-16T00:00:00.000000000,ET040502
-0.16612446308135986,-0.16612446308135986,-0.16612446308135986,2020-10-16T00:00:00.000000000,ET040503
,,,2020-10-16T00:00:00.000000000,ET040504
,,,2020-10-16T00:00:00.000000000,ET040505
,,,2020-10-16T00:00:00.000000000,ET040506
-0.3885999321937561,-0.3885999321937561,-0.3885999321937561,2020-10-16T00:00:00.000000000,ET040507
,,,2020-10-16T00:00:00.000000000,ET040508
-0.4107736051082611,-0.4107736051082611,-0.4107736051082611,2020-10-16T00:00:00.000000000,ET040509
,,,2020-10-16T00:00:00.000000000,ET040510
,,,2020-10-16T00:00:00.000000000,ET040511
,,,2020-10-16T00:00:00.000000000,ET040513
-0.22906354069709778,-0.22906354069709778,-0.22906354069709778,2020-10-16T00:00:00.000000000,ET040514
,,,2020-10-16T00:00:00.000000000,ET040515
,,,2020-10-16T00:00:00.000000000,ET040516
,,,2020-10-16T00:00:00.000000000,ET040517
,,,2020-10-16T00:00:00.000000000,ET040518
,,,2020-10-16T00:00:00.000000000,ET040519
,,,2020-10-16T00:00:00.000000000,ET040590
,,,2020-10-16T00:00:00.000000000,ET040592
,,,2020-10-16T00:00:00.000000000,ET040594
,,,2020-10-16T00:00:00.000000000,ET040597
,,,2020-10-16T00:00:00.000000000,ET040601
-0.5826900601387024,-0.5826900601387024,-0.5826900601387024,2020-10-16T00:00:00.000000000,ET040602
,,,2020-10-16T00:00:00.000000000,ET040603
-0.7466583847999573,-0.7466583847999573,-0.7466583847999573,2020-10-16T00:00:00.000000000,ET040604
,,,2020-10-16T00:00:00.000000000,ET040605
-0.14723235368728638,-0.14723235368728638,-0.14723235368728638,2020-10-16T00:00:00.000000000,ET040606
,,,2020-10-16T00:00:00.000000000,ET040607
,,,2020-10-16T00:00:00.000000000,ET040608
,,,2020-10-16T00:00:00.000000000,ET040609
,,,2020-10-16T00:00:00.000000000,ET040610
,,,2020-10-16T00:00:00.000000000,ET040613
,,,2020-10-16T00:00:00.000000000,ET040614
,,,2020-10-16T00:00:00.000000000,ET040615
,,,2020-10-16T00:00:00.000000000,ET040617
,,,2020-10-16T00:00:00.000000000,ET040701
,,,2020-10-16T00:00:00.000000000,ET040702
,,,2020-10-16T00:00:00.000000000,ET040703
-0.6629800796508789,-0.6629800796508789,-0.6629800796508789,2020-10-16T00:00:00.000000000,ET040704
,,,2020-10-16T00:00:00.000000000,ET040705
,,,2020-10-16T00:00:00.000000000,ET040706
-0.32781755924224854,-0.32781755924224854,-0.32781755924224854,2020-10-16T00:00:00.000000000,ET040707
-0.4546206295490265,-0.4546206295490265,-0.4546206295490265,2020-10-16T00:00:00.000000000,ET040708
,,,2020-10-16T00:00:00.000000000,ET040709
,,,2020-10-16T00:00:00.000000000,ET040710
,,,2020-10-16T00:00:00.000000000,ET040711
,,,2020-10-16T00:00:00.000000000,ET040714
,,,2020-10-16T00:00:00.000000000,ET040797
,,,2020-10-16T00:00:00.000000000,ET040799
,,,2020-10-16T00:00:00.000000000,ET040801
,,,2020-10-16T00:00:00.000000000,ET040802
,,,2020-10-16T00:00:00.000000000,ET040803
,,,2020-10-16T00:00:00.000000000,ET040804
-0.2795760929584503,-0.2795760929584503,-0.2795760929584503,2020-10-16T00:00:00.000000000,ET040805
,,,2020-10-16T00:00:00.000000000,ET040806
,,,2020-10-16T00:00:00.000000000,ET040807
,,,2020-10-16T00:00:00.000000000,ET040808
,,,2020-10-16T00:00:00.000000000,ET040809
,,,2020-10-16T00:00:00.000000000,ET040810
,,,2020-10-16T00:00:00.000000000,ET040811
-0.24000397324562073,-0.24000397324562073,-0.24000397324562073,2020-10-16T00:00:00.000000000,ET040812
,,,2020-10-16T00:00:00.000000000,ET040813
,,,2020-10-16T00:00:00.000000000,ET040814
-0.2579175531864166,-0.2579175531864166,-0.2579175531864166,2020-10-16T00:00:00.000000000,ET040815
,,,2020-10-16T00:00:00.000000000,ET040816
,,,2020-10-16T00:00:00.000000000,ET040817
,,,2020-10-16T00:00:00.000000000,ET040818
,,,2020-10-16T00:00:00.000000000,ET040819
,,,2020-10-16T00:00:00.000000000,ET040820
,,,2020-10-16T00:00:00.000000000,ET040821
,,,2020-10-16T00:00:00.000000000,ET040822
,,,2020-10-16T00:00:00.000000000,ET040823
,,,2020-10-16T00:00:00.000000000,ET040824
,,,2020-10-16T00:00:00.000000000,ET040825
,,,2020-10-16T00:00:00.000000000,ET040893
,,,2020-10-16T00:00:00.000000000,ET040894
,,,2020-10-16T00:00:00.000000000,ET040901
,,,2020-10-16T00:00:00.000000000,ET040902
,,,2020-10-16T00:00:00.000000000,ET040903
,,,2020-10-16T00:00:00.000000000,ET040904
,,,2020-10-16T00:00:00.000000000,ET040905
,,,2020-10-16T00:00:00.000000000,ET040906
,,,2020-10-16T00:00:00.000000000,ET040907
,,,2020-10-16T00:00:00.000000000,ET040908
,,,2020-10-16T00:00:00.000000000,ET040909
,,,2020-10-16T00:00:00.000000000,ET040910
,,,2020-10-16T00:00:00.000000000,ET040911
,,,2020-10-16T00:00:00.000000000,ET040912
,,,2020-10-16T00:00:00.000000000,ET040913
,,,2020-10-16T00:00:00.000000000,ET040914
,,,2020-10-16T00:00:00.000000000,ET040915
,,,2020-10-16T00:00:00.000000000,ET040991
,,,2020-10-16T00:00:00.000000000,ET040998
,,,2020-10-16T00:00:00.000000000,ET041000
,,,2020-10-16T00:00:00.000000000,ET041001
,,,2020-10-16T00:00:00.000000000,ET041002
,,,2020-10-16T00:00:00.000000000,ET041003
,,,2020-10-16T00:00:00.000000000,ET041004
,,,2020-10-16T00:00:00.000000000,ET041005
,,,2020-10-16T00:00:00.000000000,ET041006
,,,2020-10-16T00:00:00.000000000,ET041007
,,,2020-10-16T00:00:00.000000000,ET041008
,,,2020-10-16T00:00:00.000000000,ET041009
,,,2020-10-16T00:00:00.000000000,ET041010
,,,2020-10-16T00:00:00.000000000,ET041011
,,,2020-10-16T00:00:00.000000000,ET041012
,,,2020-10-16T00:00:00.000000000,ET041013
,,,2020-10-16T00:00:00.000000000,ET041014
,,,2020-10-16T00:00:00.000000000,ET041015
,,,2020-10-16T00:00:00.000000000,ET041016
,,,2020-10-16T00:00:00.000000000,ET041017
,,,2020-10-16T00:00:00.000000000,ET041018
,,,2020-10-16T00:00:00.000000000,ET041019
,,,2020-10-16T00:00:00.000000000,ET041089
,,,2020-10-16T00:00:00.000000000,ET041097
,,,2020-10-16T00:00:00.000000000,ET041098
,,,2020-10-16T00:00:00.000000000,ET041099
-0.2000301629304886,-0.2000301629304886,-0.2000301629304886,2020-10-16T00:00:00.000000000,ET041104
,,,2020-10-16T00:00:00.000000000,ET041106
,,,2020-10-16T00:00:00.000000000,ET041109
,,,2020-10-16T00:00:00.000000000,ET041110
-0.5029682517051697,-0.5029682517051697,-0.5029682517051697,2020-10-16T00:00:00.000000000,ET041111
,,,2020-10-16T00:00:00.000000000,ET041112
,,,2020-10-16T00:00:00.000000000,ET041113
,,,2020-10-16T00:00:00.000000000,ET041114
,,,2020-10-16T00:00:00.000000000,ET041115
,,,2020-10-16T00:00:00.000000000,ET041116
,,,2020-10-16T00:00:00.000000000,ET041119
,,,2020-10-16T00:00:00.000000000,ET041120
,,,2020-10-16T00:00:00.000000000,ET041122
-0.6214281916618347,-0.6214281916618347,-0.6214281916618347,2020-10-16T00:00:00.000000000,ET041207
-0.23123715817928314,-0.2164117842912674,-0.22382447123527527,2020-10-16T00:00:00.000000000,ET041208
-0.48872819542884827,-0.48872819542884827,-0.48872819542884827,2020-10-16T00:00:00.000000000,ET041210
-0.4502495229244232,-0.2103031426668167,-0.33027634024620056,2020-10-16T00:00:00.000000000,ET041211
-0.720623254776001,-0.40573716163635254,-0.5631802082061768,2020-10-16T00:00:00.000000000,ET041212
0.01095640379935503,0.01095640379935503,0.01095640379935503,2020-10-16T00:00:00.000000000,ET041216
-0.5904867053031921,-0.5904867053031921,-0.5904867053031921,2020-10-16T00:00:00.000000000,ET041219
-0.2904794216156006,-0.2475528120994568,-0.2690161168575287,2020-10-16T00:00:00.000000000,ET041220
-0.39398714900016785,-0.39398714900016785,-0.39398714900016785,2020-10-16T00:00:00.000000000,ET041223
,,,2020-10-16T00:00:00.000000000,ET041290
,,,2020-10-16T00:00:00.000000000,ET041291
-0.5654330849647522,-0.5337897539138794,-0.5496114492416382,2020-10-16T00:00:00.000000000,ET041295
,,,2020-10-16T00:00:00.000000000,ET041296
,,,2020-10-16T00:00:00.000000000,ET041298
,,,2020-10-16T00:00:00.000000000,ET041301
,,,2020-10-16T00:00:00.000000000,ET041302
,,,2020-10-16T00:00:00.000000000,ET041303
,,,2020-10-16T00:00:00.000000000,ET041304
,,,2020-10-16T00:00:00.000000000,ET041305
,,,2020-10-16T00:00:00.000000000,ET041307
,,,2020-10-16T00:00:00.000000000,ET041308
-0.45119625329971313,-0.45119625329971313,-0.45119625329971313,2020-10-16T00:00:00.000000000,ET041309
,,,2020-10-16T00:00:00.000000000,ET041310
,,,2020-10-16T00:00:00.000000000,ET041311
,,,2020-10-16T00:00:00.000000000,ET041312
,,,2020-10-16T00:00:00.000000000,ET041314
,,,2020-10-16T00:00:00.000000000,ET041401
,,,2020-10-16T00:00:00.000000000,ET041402
,,,2020-10-16T00:00:00.000000000,ET041403
-0.17329387366771698,-0.17329387366771698,-0.17329387366771698,2020-10-16T00:00:00.000000000,ET041404
-0.8069034218788147,-0.8069034218788147,-0.8069034218788147,2020-10-16T00:00:00.000000000,ET041405
-0.1796850860118866,-0.1796850860118866,-0.1796850860118866,2020-10-16T00:00:00.000000000,ET041407
,,,2020-10-16T00:00:00.000000000,ET041408
,,,2020-10-16T00:00:00.000000000,ET041409
-0.6870776414871216,-0.6870776414871216,-0.6870776414871216,2020-10-16T00:00:00.000000000,ET041410
-0.6605048775672913,-0.6605048775672913,-0.6605048775672913,2020-10-16T00:00:00.000000000,ET041411
,,,2020-10-16T00:00:00.000000000,ET041412
-0.1422155201435089,-0.1422155201435089,-0.1422155201435089,2020-10-16T00:00:00.000000000,ET041413
,,,2020-10-16T00:00:00.000000000,ET041414
,,,2020-10-16T00:00:00.000000000,ET041482
,,,2020-10-16T00:00:00.000000000,ET041490
,,,2020-10-16T00:00:00.000000000,ET041492
,,,2020-10-16T00:00:00.000000000,ET041497
,,,2020-10-16T00:00:00.000000000,ET041499
-0.32630130648612976,-0.32630130648612976,-0.32630130648612976,2020-10-16T00:00:00.000000000,ET041501
,,,2020-10-16T00:00:00.000000000,ET041502
,,,2020-10-16T00:00:00.000000000,ET041509
,,,2020-10-16T00:00:00.000000000,ET041513
,,,2020-10-16T00:00:00.000000000,ET041515
,,,2020-10-16T00:00:00.000000000,ET041517
-0.12154053151607513,-0.12154053151607513,-0.12154053151607513,2020-10-16T00:00:00.000000000,ET041518
,,,2020-10-16T00:00:00.000000000,ET041587
,,,2020-10-16T00:00:00.000000000,ET041594
,,,2020-10-16T00:00:00.000000000,ET041596
,,,2020-10-16T00:00:00.000000000,ET041603
,,,2020-10-16T00:00:00.000000000,ET041604
-0.5998273491859436,-0.5998273491859436,-0.5998273491859436,2020-10-16T00:00:00.000000000,ET041605
,,,2020-10-16T00:00:00.000000000,ET041606
-0.7290019392967224,-0.7290019392967224,-0.7290019392967224,2020-10-16T00:00:00.000000000,ET041607
,,,2020-10-16T00:00:00.000000000,ET041608
,,,2020-10-16T00:00:00.000000000,ET041618
,,,2020-10-16T00:00:00.000000000,ET041621
,,,2020-10-16T00:00:00.000000000,ET041622
,,,2020-10-16T00:00:00.000000000,ET041623
,,,2020-10-16T00:00:00.000000000,ET041700
,,,2020-10-16T00:00:00.000000000,ET041701
-0.5222141742706299,-0.5222141742706299,-0.5222141742706299,2020-10-16T00:00:00.000000000,ET041702
-0.24199995398521423,-0.24199995398521423,-0.24199995398521423,2020-10-16T00:00:00.000000000,ET041703
,,,2020-10-16T00:00:00.000000000,ET041704
,,,2020-10-16T00:00:00.000000000,ET041705
-0.3128872811794281,-0.3128872811794281,-0.3128872811794281,2020-10-16T00:00:00.000000000,ET041706
-0.519524335861206,-0.519524335861206,-0.519524335861206,2020-10-16T00:00:00.000000000,ET041707
-0.7107256054878235,-0.7107256054878235,-0.7107256054878235,2020-10-16T00:00:00.000000000,ET041708
,,,2020-10-16T00:00:00.000000000,ET041709
,,,2020-10-16T00:00:00.000000000,ET041710
,,,2020-10-16T00:00:00.000000000,ET041711
,,,2020-10-16T00:00:00.000000000,ET041712
,,,2020-10-16T00:00:00.000000000,ET041783
,,,2020-10-16T00:00:00.000000000,ET041797
,,,2020-10-16T00:00:00.000000000,ET041798
,,,2020-10-16T00:00:00.000000000,ET041799
,,,2020-10-16T00:00:00.000000000,ET041801
-0.6565297245979309,-0.6565297245979309,-0.6565297245979309,2020-10-16T00:00:00.000000000,ET041802
,,,2020-10-16T00:00:00.000000000,ET041803
,,,2020-10-16T00:00:00.000000000,ET041804
,,,2020-10-16T00:00:00.000000000,ET041805
,,,2020-10-16T00:00:00.000000000,ET041806
,,,2020-10-16T00:00:00.000000000,ET041807
,,,2020-10-16T00:00:00.000000000,ET041808
0.18003691732883453,0.18003691732883453,0.18003691732883453,2020-10-16T00:00:00.000000000,ET041809
,,,2020-10-16T00:00:00.000000000,ET041810
-0.6505816578865051,-0.6505816578865051,-0.6505816578865051,2020-10-16T00:00:00.000000000,ET041811
,,,2020-10-16T00:00:00.000000000,ET041812
,,,2020-10-16T00:00:00.000000000,ET041901
,,,2020-10-16T00:00:00.000000000,ET041902
,,,2020-10-16T00:00:00.000000000,ET041903
,,,2020-10-16T00:00:00.000000000,ET041904
,,,2020-10-16T00:00:00.000000000,ET041905
,,,2020-10-16T00:00:00.000000000,ET041906
-0.4325283467769623,-0.4325283467769623,-0.4325283467769623,2020-10-16T00:00:00.000000000,ET041907
,,,2020-10-16T00:00:00.000000000,ET041908
,,,2020-10-16T00:00:00.000000000,ET041909
,,,2020-10-16T00:00:00.000000000,ET041910
,,,2020-10-16T00:00:00.000000000,ET041911
-0.39607125520706177,-0.39607125520706177,-0.39607125520706177,2020-10-16T00:00:00.000000000,ET041912
,,,2020-10-16T00:00:00.000000000,ET042001
,,,2020-10-16T00:00:00.000000000,ET042004
,,,2020-10-16T00:00:00.000000000,ET042005
,,,2020-10-16T00:00:00.000000000,ET042006
,,,2020-10-16T00:00:00.000000000,ET042008
,,,2020-10-16T00:00:00.000000000,ET042009
,,,2020-10-16T00:00:00.000000000,ET042011
-0.7421680688858032,-0.7421680688858032,-0.7421680688858032,2020-10-16T00:00:00.000000000,ET042012
-0.02193737030029297,-0.02193737030029297,-0.02193737030029297,2020-10-16T00:00:00.000000000,ET042013
,,,2020-10-16T00:00:00.000000000,ET042014
,,,2020-10-16T00:00:00.000000000,ET042016
,,,2020-10-16T00:00:00.000000000,ET042018
,,,2020-10-16T00:00:00.000000000,ET042020
,,,2020-10-16T00:00:00.000000000,ET042098
,,,2020-10-16T00:00:00.000000000,ET042101
,,,2020-10-16T00:00:00.000000000,ET042102
,,,2020-10-16T00:00:00.000000000,ET042103
,,,2020-10-16T00:00:00.000000000,ET042104
,,,2020-10-16T00:00:00.000000000,ET042105
,,,2020-10-16T00:00:00.000000000,ET042106
,,,2020-10-16T00:00:00.000000000,ET042107
,,,2020-10-16T00:00:00.000000000,ET050101
,,,2020-10-16T00:00:00.000000000,ET050102
,,,2020-10-16T00:00:00.000000000,ET050103
,,,2020-10-16T00:00:00.000000000,ET050104
,,,2020-10-16T00:00:00.000000000,ET050105
,,,2020-10-16T00:00:00.000000000,ET050106
,,,2020-10-16T00:00:00.000000000,ET050107
,,,2020-10-16T00:00:00.000000000,ET050198
,,,2020-10-16T00:00:00.000000000,ET050199
,,,2020-10-16T00:00:00.000000000,ET050202
,,,2020-10-16T00:00:00.000000000,ET050203
,,,2020-10-16T00:00:00.000000000,ET050204
,,,2020-10-16T00:00:00.000000000,ET050205
,,,2020-10-16T00:00:00.000000000,ET050206
,,,2020-10-16T00:00:00.000000000,ET050207
,,,2020-10-16T00:00:00.000000000,ET050283
,,,2020-10-16T00:00:00.000000000,ET050290
,,,2020-10-16T00:00:00.000000000,ET050293
,,,2020-10-16T00:00:00.000000000,ET050295
,,,2020-10-16T00:00:00.000000000,ET050296
,,,2020-10-16T00:00:00.000000000,ET050297
,,,2020-10-16T00:00:00.000000000,ET050298
,,,2020-10-16T00:00:00.000000000,ET050299
,,,2020-10-16T00:00:00.000000000,ET050301
,,,2020-10-16T00:00:00.000000000,ET050302
,,,2020-10-16T00:00:00.000000000,ET050303
,,,2020-10-16T00:00:00.000000000,ET050304
,,,2020-10-16T00:00:00.000000000,ET050305
,,,2020-10-16T00:00:00.000000000,ET050306
,,,2020-10-16T00:00:00.000000000,ET050307
,,,2020-10-16T00:00:00.000000000,ET050382
,,,2020-10-16T00:00:00.000000000,ET050392
,,,2020-10-16T00:00:00.000000000,ET050394
,,,2020-10-16T00:00:00.000000000,ET050395
,,,2020-10-16T00:00:00.000000000,ET050399
,,,2020-10-16T00:00:00.000000000,ET050402
,,,2020-10-16T00:00:00.000000000,ET050403
,,,2020-10-16T00:00:00.000000000,ET050404
,,,2020-10-16T00:00:00.000000000,ET050407
,,,2020-10-16T00:00:00.000000000,ET050408
,,,2020-10-16T00:00:00.000000000,ET050497
,,,2020-10-16T00:00:00.000000000,ET050498
,,,2020-10-16T00:00:00.000000000,ET050499
,,,2020-10-16T00:00:00.000000000,ET050501
,,,2020-10-16T00:00:00.000000000,ET050502
,,,2020-10-16T00:00:00.000000000,ET050503
,,,2020-10-16T00:00:00.000000000,ET050504
,,,2020-10-16T00:00:00.000000000,ET050586
,,,2020-10-16T00:00:00.000000000,ET050592
,,,2020-10-16T00:00:00.000000000,ET050595
,,,2020-10-16T00:00:00.000000000,ET050596
,,,2020-10-16T00:00:00.000000000,ET050597
,,,2020-10-16T00:00:00.000000000,ET050598
,,,2020-10-16T00:00:00.000000000,ET050599
,,,2020-10-16T00:00:00.000000000,ET050601
,,,2020-10-16T00:00:00.000000000,ET050602
,,,2020-10-16T00:00:00.000000000,ET050603
,,,2020-10-16T00:00:00.000000000,ET050604
,,,2020-10-16T00:00:00.000000000,ET050605
,,,2020-10-16T00:00:00.000000000,ET050606
,,,2020-10-16T00:00:00.000000000,ET050607
,,,2020-10-16T00:00:00.000000000,ET050608
,,,2020-10-16T00:00:00.000000000,ET050696
,,,2020-10-16T00:00:00.000000000,ET050698
,,,2020-10-16T00:00:00.000000000,ET050699
,,,2020-10-16T00:00:00.000000000,ET050701
,,,2020-10-16T00:00:00.000000000,ET050702
,,,2020-10-16T00:00:00.000000000,ET050703
,,,2020-10-16T00:00:00.000000000,ET050704
,,,2020-10-16T00:00:00.000000000,ET050788
,,,2020-10-16T00:00:00.000000000,ET050798
,,,2020-10-16T00:00:00.000000000,ET050799
,,,2020-10-16T00:00:00.000000000,ET050802
,,,2020-10-16T00:00:00.000000000,ET050804
,,,2020-10-16T00:00:00.000000000,ET050805
,,,2020-10-16T00:00:00.000000000,ET050806
,,,2020-10-16T00:00:00.000000000,ET050807
,,,2020-10-16T00:00:00.000000000,ET050808
,,,2020-10-16T00:00:00.000000000,ET050809
,,,2020-10-16T00:00:00.000000000,ET050898
,,,2020-10-16T00:00:00.000000000,ET050899
,,,2020-10-16T00:00:00.000000000,ET050901
,,,2020-10-16T00:00:00.000000000,ET050902
,,,2020-10-16T00:00:00.000000000,ET050903
,,,2020-10-16T00:00:00.000000000,ET050904
,,,2020-10-16T00:00:00.000000000,ET050991
,,,2020-10-16T00:00:00.000000000,ET050999
,,,2020-10-16T00:00:00.000000000,ET051001
,,,2020-10-16T00:00:00.000000000,ET051002
,,,2020-10-16T00:00:00.000000000,ET051003
,,,2020-10-16T00:00:00.000000000,ET051005
,,,2020-10-16T00:00:00.000000000,ET051006
,,,2020-10-16T00:00:00.000000000,ET051095
,,,2020-10-16T00:00:00.000000000,ET051096
,,,2020-10-16T00:00:00.000000000,ET051103
-0.24487201869487762,-0.24487201869487762,-0.24487201869487762,2020-10-16T00:00:00.000000000,ET051104
,,,2020-10-16T00:00:00.000000000,ET051187
-0.9268377423286438,-0.9268377423286438,-0.9268377423286438,2020-10-16T00:00:00.000000000,ET051198
,,,2020-10-16T00:00:00.000000000,ET060200
0.4527550935745239,0.6457809805870056,0.5492680072784424,2020-10-16T00:00:00.000000000,ET060201
-0.9996000528335571,0.6578956842422485,0.03166405359903971,2020-10-16T00:00:00.000000000,ET060202
-0.2811726927757263,0.4595513939857483,0.1667148470878601,2020-10-16T00:00:00.000000000,ET060203
,,,2020-10-16T00:00:00.000000000,ET060204
0.18462038040161133,0.48169460892677307,0.333157479763031,2020-10-16T00:00:00.000000000,ET060205
,,,2020-10-16T00:00:00.000000000,ET060206
,,,2020-10-16T00:00:00.000000000,ET060207
0.08610919862985611,0.08610919862985611,0.08610919862985611,2020-10-16T00:00:00.000000000,ET060301
,,,2020-10-16T00:00:00.000000000,ET060302
0.2174920290708542,0.2174920290708542,0.2174920290708542,2020-10-16T00:00:00.000000000,ET060303
0.38035568594932556,0.38035568594932556,0.38035568594932556,2020-10-16T00:00:00.000000000,ET060304
0.08694033324718475,0.08694033324718475,0.08694033324718475,2020-10-16T00:00:00.000000000,ET060305
,,,2020-10-16T00:00:00.000000000,ET060306
,,,2020-10-16T00:00:00.000000000,ET060307
,,,2020-10-16T00:00:00.000000000,ET060308
,,,2020-10-16T00:00:00.000000000,ET060309
,,,2020-10-16T00:00:00.000000000,ET060400
,,,2020-10-16T00:00:00.000000000,ET060401
-0.062086671590805054,-0.062086671590805054,-0.062086671590805054,2020-10-16T00:00:00.000000000,ET060402
,,,2020-10-16T00:00:00.000000000,ET060403
-0.25359082221984863,-0.25359082221984863,-0.25359082221984863,2020-10-16T00:00:00.000000000,ET060404
,,,2020-10-16T00:00:00.000000000,ET060405
0.5796400308609009,0.5796400308609009,0.5796400308609009,2020-10-16T00:00:00.000000000,ET060508
,,,2020-10-16T00:00:00.000000000,ET070101
-0.7107781171798706,-0.7107781171798706,-0.7107781171798706,2020-10-16T00:00:00.000000000,ET070102
,,,2020-10-16T00:00:00.000000000,ET070103
-0.6291484236717224,-0.6291484236717224,-0.6291484236717224,2020-10-16T00:00:00.000000000,ET070104
,,,2020-10-16T00:00:00.000000000,ET070105
,,,2020-10-16T00:00:00.000000000,ET070106
,,,2020-10-16T00:00:00.000000000,ET070107
,,,2020-10-16T00:00:00.000000000,ET070108
,,,2020-10-16T00:00:00.000000000,ET070109
,,,2020-10-16T00:00:00.000000000,ET070110
,,,2020-10-16T00:00:00.000000000,ET070111
,,,2020-10-16T00:00:00.000000000,ET070112
,,,2020-10-16T00:00:00.000000000,ET070113
,,,2020-10-16T00:00:00.000000000,ET070114
,,,2020-10-16T00:00:00.000000000,ET070115
,,,2020-10-16T00:00:00.000000000,ET070116
,,,2020-10-16T00:00:00.000000000,ET070117
,,,2020-10-16T00:00:00.000000000,ET070118
,,,2020-10-16T00:00:00.000000000,ET070119
,,,2020-10-16T00:00:00.000000000,ET070120
,,,2020-10-16T00:00:00.000000000,ET070201
,,,2020-10-16T00:00:00.000000000,ET070202
,,,2020-10-16T00:00:00.000000000,ET070203
,,,2020-10-16T00:00:00.000000000,ET070204
,,,2020-10-16T00:00:00.000000000,ET070205
,,,2020-10-16T00:00:00.000000000,ET070206
,,,2020-10-16T00:00:00.000000000,ET070207
,,,2020-10-16T00:00:00.000000000,ET070208
,,,2020-10-16T00:00:00.000000000,ET070209
-0.8634805679321289,-0.8634805679321289,-0.8634805679321289,2020-10-16T00:00:00.000000000,ET070210
,,,2020-10-16T00:00:00.000000000,ET070211
,,,2020-10-16T00:00:00.000000000,ET070212
,,,2020-10-16T00:00:00.000000000,ET070213
,,,2020-10-16T00:00:00.000000000,ET070214
,,,2020-10-16T00:00:00.000000000,ET070215
,,,2020-10-16T00:00:00.000000000,ET070216
,,,2020-10-16T00:00:00.000000000,ET070217
,,,2020-10-16T00:00:00.000000000,ET070301
,,,2020-10-16T00:00:00.000000000,ET070302
,,,2020-10-16T00:00:00.000000000,ET070303
-0.7613545060157776,-0.7613545060157776,-0.7613545060157776,2020-10-16T00:00:00.000000000,ET070304
,,,2020-10-16T00:00:00.000000000,ET070305
,,,2020-10-16T00:00:00.000000000,ET070306
,,,2020-10-16T00:00:00.000000000,ET070307
,,,2020-10-16T00:00:00.000000000,ET070308
,,,2020-10-16T00:00:00.000000000,ET070309
,,,2020-10-16T00:00:00.000000000,ET070310
,,,2020-10-16T00:00:00.000000000,ET070312
-0.07289829105138779,-0.07289829105138779,-0.07289829105138779,2020-10-16T00:00:00.000000000,ET070501
,,,2020-10-16T00:00:00.000000000,ET070502
,,,2020-10-16T00:00:00.000000000,ET070503
,,,2020-10-16T00:00:00.000000000,ET070504
,,,2020-10-16T00:00:00.000000000,ET070505
,,,2020-10-16T00:00:00.000000000,ET070506
,,,2020-10-16T00:00:00.000000000,ET070507
,,,2020-10-16T00:00:00.000000000,ET070508
,,,2020-10-16T00:00:00.000000000,ET070509
,,,2020-10-16T00:00:00.000000000,ET070510
,,,2020-10-16T00:00:00.000000000,ET070511
,,,2020-10-16T00:00:00.000000000,ET070512
,,,2020-10-16T00:00:00.000000000,ET070601
,,,2020-10-16T00:00:00.000000000,ET070602
,,,2020-10-16T00:00:00.000000000,ET070603
-0.5132563710212708,-0.5132563710212708,-0.5132563710212708,2020-10-16T00:00:00.000000000,ET070604
,,,2020-10-16T00:00:00.000000000,ET070605
,,,2020-10-16T00:00:00.000000000,ET070606
,,,2020-10-16T00:00:00.000000000,ET070607
,,,2020-10-16T00:00:00.000000000,ET070608
,,,2020-10-16T00:00:00.000000000,ET070609
-0.8548552989959717,-0.8548552989959717,-0.8548552989959717,2020-10-16T00:00:00.000000000,ET070610
,,,2020-10-16T00:00:00.000000000,ET070611
,,,2020-10-16T00:00:00.000000000,ET070612
,,,2020-10-16T00:00:00.000000000,ET070613
,,,2020-10-16T00:00:00.000000000,ET070614
,,,2020-10-16T00:00:00.000000000,ET070615
,,,2020-10-16T00:00:00.000000000,ET070616
,,,2020-10-16T00:00:00.000000000,ET070617
,,,2020-10-16T00:00:00.000000000,ET070618
,,,2020-10-16T00:00:00.000000000,ET070619
,,,2020-10-16T00:00:00.000000000,ET070620
,,,2020-10-16T00:00:00.000000000,ET070621
,,,2020-10-16T00:00:00.000000000,ET070622
-0.5035669803619385,-0.27745991945266724,-0.39051344990730286,2020-10-16T00:00:00.000000000,ET070701
,,,2020-10-16T00:00:00.000000000,ET070702
,,,2020-10-16T00:00:00.000000000,ET070703
-0.7921460866928101,-0.5597078800201416,-0.6759269833564758,2020-10-16T00:00:00.000000000,ET070704
