saq06,year,month,spei
2,2022,4,0.026546367358928572
2,2022,5,-0.829201225892857
2,2022,6,-0.07777626025000002
2,2022,7,-0.4537977283392857
2,2022,8,0.30578743973214284
2,2022,9,-0.25194781989285714
2,2022,10,0.23801091389285714
2,2022,11,0.1514784324107143
2,2022,12,0.34876427107142854
2,2023,1,-0.09738384805357143
2,2023,2,-0.24181040382142857
2,2023,3,0.5491495164642857
2,2023,4,0.8219247368035714
2,2023,5,1.0416740731964285
2,2023,6,0.8817745677232143
2,2023,7,0.5265716407500001
2,2023,8,-0.29450796713928573
2,2023,9,-0.7357386319285714
2,2023,10,-0.7643545789285715
2,2023,11,-0.5830976217857142
2,2023,12,-0.377340642125
3,2020,1,1.0990771542857143
3,2020,2,0.4020377926530612
3,2020,3,0.15072595984285714
3,2020,4,0.14664187138775509
3,2020,5,0.196953209877551
3,2020,6,0.28914226030612245
3,2020,7,0.08412228283673469
3,2020,8,0.6125468353061224
3,2020,9,0.8204246183673468
3,2020,10,1.0126958691836736
3,2020,11,0.7156193708979591
3,2020,12,0.5720981506122449
3,2021,1,-0.31724367963061223
3,2021,2,-0.22045518065306122
3,2021,3,-0.6831456958228571
3,2021,4,-0.20237719693877554
3,2021,5,-0.2802128546938775
3,2021,6,-0.35198404477551015
3,2021,7,0.2898011051428572
3,2021,8,-0.004700720163265307
3,2021,9,0.29349365273469386
3,2021,10,0.09092332551020407
3,2021,11,0.08387428393877551
3,2021,12,-0.321827368
3,2022,1,-0.50541623
3,2022,2,-0.6016542001020408
3,2022,3,-0.28342040183673467
3,2022,4,-0.07110479270612247
3,2022,5,-0.8980211963265305
3,2022,6,-0.14845162720408164
3,2022,7,-0.6520524567346939
3,2022,8,0.31293944004081636
3,2022,9,-0.3723420471428571
3,2022,10,0.09227611967346938
3,2022,11,0.0564930913877551
3,2022,12,0.15293521675510205
3,2023,1,-0.2951608896122449
3,2023,2,-0.3301196754693878
3,2023,3,0.5710061331428571
3,2023,4,0.9855815902857143
3,2023,5,1.2766508297755101
3,2023,6,1.1538876217755103
3,2023,7,0.6720765540816327
3,2023,8,-0.35217127187755104
3,2023,9,-0.8368415797959183
3,2023,10,-0.960566393877551
3,2023,11,-0.7716264810204081
3,2023,12,-0.5045860853061225
4,2020,1,1.0828154124137932
4,2020,2,0.42593653289655176
4,2020,3,0.08386178031034483
4,2020,4,0.04553062234482758
4,2020,5,0.2695064041034483
4,2020,6,0.3815193256551724
4,2020,7,0.23457489489655173
4,2020,8,0.6456949051724138
4,2020,9,0.8852896827586206
4,2020,10,0.9883754591034483
4,2020,11,0.7091683623448276
4,2020,12,0.42488391413793103
4,2021,1,-0.08789224728275861
4,2021,2,-0.2044530194827586
4,2021,3,-0.17412557931034484
4,2021,4,0.5480312427586207
4,2021,5,0.42706785689655175
4,2021,6,0.19958584717241382
4,2021,7,0.28758409931034484
4,2021,8,0.11790581568965518
4,2021,9,0.4710594751724138
4,2021,10,0.14879157475862068
4,2021,11,0.13108407644827588
4,2021,12,-0.45711424931034483
4,2022,1,-0.38093038193103446
4,2022,2,-0.3913973918965517
4,2022,3,-0.22013756275862068
4,2022,4,-0.1649459198
4,2022,5,-0.8587839096551724
4,2022,6,-0.2546618387586207
4,2022,7,-0.548964929137931
4,2022,8,0.37826358758620693
4,2022,9,-0.05089393903448276
4,2022,10,0.4179691456551724
4,2022,11,0.29343556424137934
4,2022,12,0.44474679724137933
4,2023,1,-0.010053779931034486
4,2023,2,-0.2066023217586207
4,2023,3,0.5266917416551724
4,2023,4,0.9673767984137931
4,2023,5,1.2105600813793103
4,2023,6,1.1566145334655173
4,2023,7,0.6385824523448276
4,2023,8,-0.19742717078620692
4,2023,9,-0.8372587062068966
4,2023,10,-0.9565033220689656
4,2023,11,-0.8267336551724138
4,2023,12,-0.3423772387586207
5,2020,1,1.2454769397058825
5,2020,2,0.4021321272941177
5,2020,3,0.10844508511764706
5,2020,4,0.07021487838235295
5,2020,5,0.34702817394117647
5,2020,6,0.4065741983235294
5,2020,7,0.2639659990588235
5,2020,8,0.7237161020588235
5,2020,9,1.0109776723529413
5,2020,10,1.1357420611764706
5,2020,11,0.733462721382353
5,2020,12,0.49004952117647055
5,2021,1,0.03194465591176471
5,2021,2,0.03673922141176471
5,2021,3,0.11808758852941177
5,2021,4,0.5720244823823528
5,2021,5,0.4100914079411765
5,2021,6,0.0834200207647059
5,2021,7,0.41308296185294113
5,2021,8,0.1276853628529412
5,2021,9,0.41220324373529416
5,2021,10,0.16713776476470588
5,2021,11,0.26875947685294116
5,2021,12,-0.2719314208823529
5,2022,1,-0.4926837171470589
5,2022,2,-0.45043410329411765
5,2022,3,-0.2515796255882353
5,2022,4,-0.09954479437058823
5,2022,5,-0.6526353402941176
5,2022,6,-0.10664058644117648
5,2022,7,-0.522998284
5,2022,8,0.15139180611764708
5,2022,9,-0.21852127147058825
5,2022,10,0.2499606595294118
5,2022,11,0.21421872436764708
5,2022,12,0.33324554411764706
5,2023,1,-0.0893339171764706
5,2023,2,-0.2106952567647059
5,2023,3,0.7356382144117647
5,2023,4,1.0423162890000002
5,2023,5,1.3538770904411765
5,2023,6,1.2186720609705883
5,2023,7,0.7671347735294117
5,2023,8,-0.2820645382647059
5,2023,9,-0.8587457560294117
5,2023,10,-0.8386423000882353
5,2023,11,-0.5991845490294118
5,2023,12,-0.27683678720588234
6,2020,1,1.0555664464
6,2020,2,0.2832463982
6,2020,3,0.06111296746
6,2020,4,0.098784315904
6,2020,5,0.40425994428
6,2020,6,0.46611303052
6,2020,7,0.35141687056000004
6,2020,8,0.5242490192
6,2020,9,0.7337811015600001
6,2020,10,0.90356153612
6,2020,11,0.52644620336
6,2020,12,0.28925256128
6,2021,1,-0.16466032812
6,2021,2,-0.13140218724
6,2021,3,0.11732262360000002
6,2021,4,0.77527844552
6,2021,5,0.6161851898399999
6,2021,6,0.2097781396
6,2021,7,0.31057290344
6,2021,8,-0.11274971272
6,2021,9,0.3573581042
6,2021,10,0.29245397212
6,2021,11,0.40980492218000003
6,2021,12,-0.1919582556
6,2022,1,-0.48417974880000003
6,2022,2,-0.8340195507999999
6,2022,3,-0.56698580212
6,2022,4,-0.14923508349200001
6,2022,5,-0.45559038119999995
6,2022,6,0.009447893719999998
6,2022,7,-0.38111926728
6,2022,8,0.21411548188
6,2022,9,0.1261431348
6,2022,10,0.41992546016
6,2022,11,0.32093603828
6,2022,12,0.25193089968
6,2023,1,-0.22816360024000001
6,2023,2,-0.50957283644
6,2023,3,0.5166600034000001
6,2023,4,0.97808113828
6,2023,5,1.2822942599999998
6,2023,6,1.122738738688
6,2023,7,0.6544831031999999
6,2023,8,-0.46060575176
6,2023,9,-0.9858012356
6,2023,10,-0.7748430968
6,2023,11,-0.50493946924
6,2023,12,-0.24184672599999998
7,2020,1,1.1371559222580645
7,2020,2,0.41982565935483873
7,2020,3,0.05394816296451613
7,2020,4,0.0035011327096774137
7,2020,5,0.3240063052096774
7,2020,6,0.41826577535483866
7,2020,7,0.31135075212903224
7,2020,8,0.6617194180645162
7,2020,9,0.8829208941935485
7,2020,10,0.9903770004516129
7,2020,11,0.530558523032258
7,2020,12,0.24665569106451612
7,2021,1,-0.12863692462580645
7,2021,2,-0.13338242703225806
7,2021,3,-0.030212472677419368
7,2021,4,0.7169497002580646
7,2021,5,0.5133383396774194
7,2021,6,0.22382411906451613
7,2021,7,0.24695728996774197
7,2021,8,0.025152808129032273
7,2021,9,0.40605905754838706
7,2021,10,0.4447006129354839
7,2021,11,0.6010193164516129
7,2021,12,-0.0049742224516128915
7,2022,1,-0.24321257003225807
7,2022,2,-0.483667354516129
7,2022,3,-0.21634452658064515
7,2022,4,-0.029148835235483873
7,2022,5,-0.6055091796774194
7,2022,6,0.0218905840064516
7,2022,7,-0.4516708591451613
7,2022,8,0.22165597890322583
7,2022,9,-0.1375802904516129
7,2022,10,0.37857625729032257
7,2022,11,0.1777492100967742
7,2022,12,0.39896547306451613
7,2023,1,-0.05068550483870967
7,2023,2,-0.22705329270967742
7,2023,3,0.4964414558064516
7,2023,4,0.8404610235161291
7,2023,5,1.113485369483871
7,2023,6,1.1621994259193549
7,2023,7,0.7443004768387097
7,2023,8,-0.242970308316129
7,2023,9,-0.858465445483871
7,2023,10,-0.8211328974193548
7,2023,11,-0.584777855483871
7,2023,12,-0.26945372870967743
8,2020,1,1.200442515
8,2020,2,0.31910976125
8,2020,3,0.085164132625
8,2020,4,-0.011941641250000003
8,2020,5,0.38985109562500003
8,2020,6,0.49666773675000003
8,2020,7,0.384576293625
8,2020,8,0.692109211625
8,2020,9,0.913549373125
8,2020,10,0.9720930062500001
8,2020,11,0.494749114875
8,2020,12,0.173810738125
8,2021,1,-0.09301975795
8,2021,2,0.03182414093750001
8,2021,3,0.144935099375
8,2021,4,0.79701951125
8,2021,5,0.633125406875
8,2021,6,0.3367899435
8,2021,7,0.3719108380625
8,2021,8,0.09944669531250001
8,2021,9,0.46651486937500003
8,2021,10,0.317936920625
8,2021,11,0.334170175625
8,2021,12,-0.41033811275
8,2022,1,-0.529786264375
8,2022,2,-0.58811976525
8,2022,3,-0.461362666375
8,2022,4,-0.2671901505625
8,2022,5,-0.759172436875
8,2022,6,-0.178849589875
8,2022,7,-0.40800378537500004
8,2022,8,0.2149482556875
8,2022,9,-0.014982826250000011
8,2022,10,0.4037259401625
8,2022,11,0.3672794241875
8,2022,12,0.436908826875
8,2023,1,-0.1288141854375
8,2023,2,-0.22145956575
8,2023,3,0.605015812
8,2023,4,0.8169005274375001
8,2023,5,0.9998534158125
8,2023,6,0.8819338571875
8,2023,7,0.5192316279375
8,2023,8,-0.382266044375
8,2023,9,-0.730023091125
8,2023,10,-0.697665916875
8,2023,11,-0.4630821965
8,2023,12,-0.19768508309375
9,2020,1,1.15975548
9,2020,2,0.38712637111111114
9,2020,3,0.08388050874074074
9,2020,4,0.031034071777777776
9,2020,5,0.32887881837037036
9,2020,6,0.4213565953333333
9,2020,7,0.35153921840740743
9,2020,8,0.692299019962963
9,2020,9,0.9111066818518518
9,2020,10,0.9779730817407407
9,2020,11,0.4884063078148148
9,2020,12,0.27858259225925924
9,2021,1,-0.04918924147777779
9,2021,2,-0.03689508211111112
9,2021,3,0.08627154888888887
9,2021,4,0.8046719295185185
9,2021,5,0.6934184095185185
9,2021,6,0.3679508959259259
9,2021,7,0.3109786871851852
9,2021,8,-0.0028443944444444444
9,2021,9,0.4240037912592593
9,2021,10,0.3925100505925926
9,2021,11,0.5217792775
9,2021,12,-0.16749545785185185
9,2022,1,-0.33666470814814814
9,2022,2,-0.5823305326814814
9,2022,3,-0.41907920781481484
9,2022,4,-0.20512249429629634
9,2022,5,-0.6635326079259258
9,2022,6,-0.022454874111111117
9,2022,7,-0.33125104085185186
9,2022,8,0.26323976214814815
9,2022,9,-0.050651656296296296
9,2022,10,0.3708073355925926
9,2022,11,0.22799384285185184
9,2022,12,0.42073005529629626
9,2023,1,-0.11868464061111111
9,2023,2,-0.3464634282962963
9,2023,3,0.391039434962963
9,2023,4,0.7310148189629629
9,2023,5,1.0988859864814815
9,2023,6,1.0741168603555555
9,2023,7,0.6950052601481481
9,2023,8,-0.31310986298148147
9,2023,9,-0.8425973437037038
9,2023,10,-0.7488120292592592
9,2023,11,-0.5057135138518519
9,2023,12,-0.2633305625925926
10,2020,1,1.2150089695
10,2020,2,0.345013087
10,2020,3,0.05051599525
10,2020,4,0.029323311499999994
10,2020,5,0.265421877025
10,2020,6,0.3641834799
10,2020,7,0.22518880155
10,2020,8,0.661004897
10,2020,9,0.9403346845
10,2020,10,1.0025860925
10,2020,11,0.6182007903
10,2020,12,0.35744542985
10,2021,1,0.05639165298
10,2021,2,0.10798173470000001
10,2021,3,-0.0929475445
10,2021,4,0.40535090599999996
10,2021,5,0.22954666499999998
10,2021,6,-0.04873759224999998
10,2021,7,0.33572863415
10,2021,8,-0.0179574572
10,2021,9,0.33096478500000004
10,2021,10,0.2604727133
10,2021,11,0.5031670257
10,2021,12,-0.1236716519
10,2022,1,-0.3514640785
10,2022,2,-0.6320097425
10,2022,3,-0.34573711119999995
10,2022,4,-0.12941703899999998
10,2022,5,-0.5662387457
10,2022,6,-0.04472049290000001
10,2022,7,-0.431975485
10,2022,8,0.2610326606
10,2022,9,-0.020626850000000002
10,2022,10,0.3844678031
10,2022,11,0.2279064175
10,2022,12,0.30874634
10,2023,1,-0.154904706635
10,2023,2,-0.30274042625
10,2023,3,0.5060783363500001
10,2023,4,0.85944009055
10,2023,5,1.115221816
10,2023,6,1.0637782900750001
10,2023,7,0.6377479104
10,2023,8,-0.31544139363999996
10,2023,9,-0.871528373
10,2023,10,-0.803431419
10,2023,11,-0.520162902
10,2023,12,-0.23828710250000001
11,2020,1,1.1424499907142858
11,2020,2,0.38531109
11,2020,3,0.08742072969285712
11,2020,4,0.04984927149999999
11,2020,5,0.2695756842242857
11,2020,6,0.38953597300000004
11,2020,7,0.24280710357142857
11,2020,8,0.9031450400000001
11,2020,9,1.1739151907142857
11,2020,10,1.3323898042857143
11,2020,11,0.7922601514285714
11,2020,12,0.551048295
11,2021,1,0.09003596464285714
11,2021,2,0.12853994714285713
11,2021,3,-0.14808180142857144
11,2021,4,0.5593615071428572
11,2021,5,0.3746118942857143
11,2021,6,0.14527360285714286
11,2021,7,0.5047613617142857
11,2021,8,0.2098731292857143
11,2021,9,0.6134493521428571
11,2021,10,0.22411901885714286
11,2021,11,0.5160496042857143
11,2021,12,-0.16186418057142857
11,2022,1,-0.3145878528571428
11,2022,2,-0.6738420957142858
11,2022,3,-0.42484245571428575
11,2022,4,-0.3286254220714286
11,2022,5,-0.9073886492857143
11,2022,6,-0.16470601785714287
11,2022,7,-0.5306096734285715
11,2022,8,0.2844646663571429
11,2022,9,-0.20307228435714286
11,2022,10,0.27409619414285713
11,2022,11,0.08083686321428572
11,2022,12,0.2552942357142857
11,2023,1,-0.14726964407142856
11,2023,2,-0.36970358414285714
11,2023,3,0.7404314707142857
11,2023,4,1.1636588107142856
11,2023,5,1.666071792857143
11,2023,6,1.6101357600000001
11,2023,7,1.0663693828571428
11,2023,8,-0.0313664557142857
11,2023,9,-0.8202195707142856
11,2023,10,-1.0446205592857143
11,2023,11,-0.9292321214285714
11,2023,12,-0.5953132778571428
12,2020,1,1.1432110121428571
12,2020,2,0.2835590192642857
12,2020,3,0.009871333378571425
12,2020,4,0.01845920864285715
12,2020,5,0.6350585950000001
12,2020,6,0.7311880007142857
12,2020,7,0.7666530792857144
12,2020,8,0.7239550685714286
12,2020,9,0.9205023576428571
12,2020,10,0.8969762686428572
12,2020,11,0.3440027371428571
12,2020,12,0.09944114285714287
12,2021,1,-0.12779059571428572
12,2021,2,-0.06168500700000002
12,2021,3,0.563160385
12,2021,4,1.3505220192857144
12,2021,5,1.21523325
12,2021,6,0.6775488371428572
12,2021,7,0.26109531785714285
12,2021,8,0.005593870357142872
12,2021,9,0.6032748828571428
12,2021,10,0.6166099387857144
12,2021,11,0.7330014311428571
12,2021,12,-0.19783575357142857
12,2022,1,-0.4142202953571429
12,2022,2,-0.6466837364285715
12,2022,3,-0.6255425457142857
12,2022,4,-0.32007937285714283
12,2022,5,-0.48032606357142854
12,2022,6,0.0804124575
12,2022,7,-0.2009990245714286
12,2022,8,0.25210606057142854
12,2022,9,0.19516843992857144
12,2022,10,0.5790276752142857
12,2022,11,0.2888306
12,2022,12,0.4358900885714286
12,2023,1,-0.05787344781428571
12,2023,2,-0.16256917878571425
12,2023,3,0.2785751342857143
12,2023,4,0.7396754607142857
12,2023,5,1.2326718775714285
12,2023,6,1.2712218235714285
12,2023,7,0.7917659807142857
12,2023,8,-0.33691344357142855
12,2023,9,-0.9461824400000001
12,2023,10,-0.69836873
12,2023,11,-0.38358783500000004
12,2023,12,-0.05833510500000002
13,2020,1,1.1649468583333333
13,2020,2,0.4325348258333333
13,2020,3,0.1294445525
13,2020,4,0.08120235841666666
13,2020,5,0.32741786808333334
13,2020,6,0.3340756653333334
13,2020,7,0.34309518133333333
13,2020,8,0.7458584716666667
13,2020,9,1.0112094575
13,2020,10,1.09997916
13,2020,11,0.88774378
13,2020,12,0.6712777366666667
13,2021,1,0.22808533166666667
13,2021,2,0.2696106725
13,2021,3,0.4992362808333333
13,2021,4,0.9211859916666666
13,2021,5,0.8399318516666666
13,2021,6,0.25375079333333334
13,2021,7,0.38486911916666666
13,2021,8,0.018766217166666672
13,2021,9,0.46034491666666666
13,2021,10,0.23003390366666668
13,2021,11,0.4560413144166667
13,2021,12,-0.056199588153333334
13,2022,1,-0.23114472083333334
13,2022,2,-0.36178656666666664
13,2022,3,-0.3104471470833334
13,2022,4,-0.18509316533333334
13,2022,5,-0.6261046733333333
13,2022,6,-0.011203045166666674
13,2022,7,-0.2975216075
13,2022,8,0.29472694633333335
13,2022,9,-0.0967159308333333
13,2022,10,0.24709745400000002
13,2022,11,0.22952678391666667
13,2022,12,0.3159182016666667
13,2023,1,-0.04153945208333334
13,2023,2,-0.28211264125
13,2023,3,0.6706285850000001
13,2023,4,1.1280525783333333
13,2023,5,1.5186473291666667
13,2023,6,1.4453616541666667
13,2023,7,0.9127025491666667
13,2023,8,-0.13458825583333334
13,2023,9,-0.90735952
13,2023,10,-0.9479124575000001
13,2023,11,-0.7569536228333332
13,2023,12,-0.37237546745833333
14,2020,1,1.1649359991666668
14,2020,2,0.46060555033333334
14,2020,3,0.05688876441666666
14,2020,4,0.018160445666666667
14,2020,5,0.22266439534500002
14,2020,6,0.3362565196666667
14,2020,7,0.32976531066666664
14,2020,8,0.69564395375
14,2020,9,0.7973419461666666
14,2020,10,0.8387208775833334
14,2020,11,0.5325106016083333
14,2020,12,0.29111294916666663
14,2021,1,-0.23548094225000002
14,2021,2,-0.3792343596666667
14,2021,3,-0.406601865
14,2021,4,0.351579055
14,2021,5,0.27589703083333333
14,2021,6,0.062073013333333336
14,2021,7,0.3272294275
14,2021,8,0.03998498325
14,2021,9,0.38592976791666667
14,2021,10,0.08730405975
14,2021,11,0.29723457258333336
14,2021,12,-0.3521162841666667
14,2022,1,-0.3390412958333333
14,2022,2,-0.3449888776666667
14,2022,3,-0.16133504333333334
14,2022,4,-0.12678035944166668
14,2022,5,-0.8314772325
14,2022,6,0.00325020241666666
14,2022,7,-0.12766652733333334
14,2022,8,0.7174225641666667
14,2022,9,0.24948812
14,2022,10,0.5247837183333334
14,2022,11,0.42560574637500004
14,2022,12,0.5364270841666666
14,2023,1,-0.019833972333333342
14,2023,2,-0.206301639
14,2023,3,0.31887583199999997
14,2023,4,0.7379570983333333
14,2023,5,0.9420735228333333
14,2023,6,0.9814882646666666
14,2023,7,0.5830883373083333
14,2023,8,-0.13860728716666668
14,2023,9,-0.6742980216666666
14,2023,10,-0.7248881191666667
14,2023,11,-0.5634682208333334
14,2023,12,-0.1465796808333333
15,2020,1,1.087173364
15,2020,2,0.3963930828
15,2020,3,0.03724682869999999
15,2020,4,0.004309972400000001
15,2020,5,0.168565278
15,2020,6,0.27566895420000004
15,2020,7,0.33473799680000005
15,2020,8,0.7970072488
15,2020,9,0.995248703
15,2020,10,0.957750842
15,2020,11,0.597179414
15,2020,12,0.322641721
15,2021,1,-0.020841786920000015
15,2021,2,-0.2018062135
15,2021,3,0.11642476200000003
15,2021,4,0.87996792
15,2021,5,0.8573485829999999
15,2021,6,0.457425035
15,2021,7,0.2515037504
15,2021,8,-0.027322610000000004
15,2021,9,0.352569614
15,2021,10,0.172724436
15,2021,11,0.44647922360000003
15,2021,12,0.12542815400000001
15,2022,1,-0.04799103699999999
15,2022,2,-0.14471980899999998
15,2022,3,-0.06176397899999999
15,2022,4,0.0018283185000000147
15,2022,5,-0.8338394494999999
15,2022,6,-0.1999711247
15,2022,7,-0.37095638965
15,2022,8,0.467141686
15,2022,9,0.027971159999999995
15,2022,10,0.5041269315
15,2022,11,0.34137114139999997
15,2022,12,0.5248024605
15,2023,1,0.15994178200000003
15,2023,2,-0.2656735
15,2023,3,0.598619433
15,2023,4,0.755932025
15,2023,5,1.0183194795000001
15,2023,6,0.807331499
15,2023,7,0.46783272900000006
15,2023,8,-0.28073697000000003
15,2023,9,-0.5817999269999999
15,2023,10,-0.5977149159999999
15,2023,11,-0.43303530539999996
15,2023,12,-0.32505379395
16,2020,1,1.1638940100000001
16,2020,2,0.660037985
16,2020,3,-0.06419526340000001
16,2020,4,0.1181950125
16,2020,5,0.03565156250000001
16,2020,6,0.116561321
16,2020,7,0.12153859774999999
16,2020,8,0.13635235250000002
16,2020,9,0.04446489749999996
16,2020,10,0.189254535
16,2020,11,0.16451811249999998
16,2020,12,0.1611055975
16,2021,1,-0.3312632315
16,2021,2,-0.6054107525000001
16,2021,3,0.017445005000000013
16,2021,4,0.26035166749999994
16,2021,5,0.34398663
16,2021,6,-0.11880604499999999
16,2021,7,-0.06588978749999999
16,2021,8,-0.543923775
16,2021,9,-0.37906013
16,2021,10,0.29707324600000007
16,2021,11,0.5769655425
16,2021,12,0.6246178585000001
16,2022,1,0.17328608999999998
16,2022,2,-0.31725047500000003
16,2022,3,0.36763875399999996
16,2022,4,0.8616837515000001
16,2022,5,0.33261633
16,2022,6,0.74545637
16,2022,7,-0.028854694999999986
16,2022,8,0.4484392575
16,2022,9,0.24511654824999995
16,2022,10,0.27666753250000004
16,2022,11,-0.09634693825000001
16,2022,12,-0.05870055000000001
16,2023,1,-0.23525700105
16,2023,2,-0.1784963425
16,2023,3,-0.18303518000000002
16,2023,4,0.51736467
16,2023,5,0.7719982814999999
16,2023,6,0.7078404925
16,2023,7,0.12416396500000002
16,2023,8,-0.7380799025
16,2023,9,-0.9973392775000001
16,2023,10,-0.8027833675
16,2023,11,-0.5249923835
16,2023,12,-0.36248323237499996
17,2020,1,1.1279752416666666
17,2020,2,0.4387377766666667
17,2020,3,0.08471185799999999
17,2020,4,0.01341047333333333
17,2020,5,0.6819825066666666
17,2020,6,0.668582255
17,2020,7,0.60281635
17,2020,8,0.7236625950000001
17,2020,9,1.1451443316666665
17,2020,10,0.966211275
17,2020,11,0.2980088966666667
17,2020,12,-0.17130941
17,2021,1,-0.075966326
17,2021,2,0.23349903333333333
17,2021,3,0.4352307316666666
17,2021,4,0.9383298733333333
17,2021,5,0.27964860166666666
17,2021,6,0.07386494666666665
17,2021,7,-0.023234451666666656
17,2021,8,0.12359935166666668
17,2021,9,0.69726342
17,2021,10,0.3829732221666667
17,2021,11,0.24314224166666668
17,2021,12,-0.7883115896666667
17,2022,1,-0.6556966700000001
17,2022,2,-0.6705782225
17,2022,3,-0.57511731
17,2022,4,-0.5267984058333334
17,2022,5,-0.8959573416666666
17,2022,6,-0.21463608866666664
17,2022,7,-0.430338579
17,2022,8,0.10889767499999999
17,2022,9,-0.27669748083333334
17,2022,10,0.4786176521666667
17,2022,11,0.46275686666666666
17,2022,12,0.7139341833333334
17,2023,1,-0.10991791716666667
17,2023,2,-0.04604946633333332
17,2023,3,0.7120179333333333
17,2023,4,0.980623095
17,2023,5,1.251942875
17,2023,6,1.1055625016666666
17,2023,7,0.8431417283333333
17,2023,8,-0.23813577383333331
17,2023,9,-0.5821921566666667
17,2023,10,-0.5406816333333334
17,2023,11,-0.2244489416666667
17,2023,12,-0.05951180666666664
18,2020,1,1.075898929
18,2020,2,0.5960898570000001
18,2020,3,0.0435598074
18,2020,4,-0.030843568900000007
18,2020,5,0.24927220060000002
18,2020,6,0.34942173470000004
18,2020,7,0.31016605
18,2020,8,0.43783630799999995
18,2020,9,0.5587554185
18,2020,10,0.71545353
18,2020,11,0.368554127
18,2020,12,0.08913815729999999
18,2021,1,-0.031649222500000004
18,2021,2,-0.321849873
18,2021,3,0.5641106
18,2021,4,1.6318290210000002
18,2021,5,1.262488297
18,2021,6,0.8831567
18,2021,7,0.06903689659999998
18,2021,8,0.02901118215000001
18,2021,9,0.23066752240000002
18,2021,10,0.3490100644
18,2021,11,0.449946055
18,2021,12,0.11999542799999996
18,2022,1,-0.039680291999999985
18,2022,2,-0.08528150950000002
18,2022,3,0.296344863
18,2022,4,0.44312419849999996
18,2022,5,-0.318003541
18,2022,6,0.017842813000000013
18,2022,7,-0.510933106
18,2022,8,0.11168872500000002
18,2022,9,-0.001443112000000002
18,2022,10,0.439480255
18,2022,11,0.1809989195
18,2022,12,0.477425325
18,2023,1,0.2024633481
18,2023,2,-0.04644438899999999
18,2023,3,0.6004276881
18,2023,4,0.8251734059
18,2023,5,1.027117675
18,2023,6,0.6731222466
18,2023,7,0.385520573
18,2023,8,-0.36762121600000003
18,2023,9,-0.740609811
18,2023,10,-0.7634353180000001
18,2023,11,-0.655035188
18,2023,12,-0.3803834
19,2020,1,1.2508936833333333
19,2020,2,0.41816555316666665
19,2020,3,0.01369244833333333
19,2020,4,0.028050500666666662
19,2020,5,0.5204155116666667
19,2020,6,0.5655944216666667
19,2020,7,0.46534728000000003
19,2020,8,0.38841020833333334
19,2020,9,0.6030427883333334
19,2020,10,0.792926685
19,2020,11,0.22826460583333333
19,2020,12,-0.05583527166666664
19,2021,1,-0.2546438283333333
19,2021,2,-0.16606400000000002
19,2021,3,0.3680347433333333
19,2021,4,0.6735313966666666
19,2021,5,0.6285275128333333
19,2021,6,0.23763615999999999
19,2021,7,0.31251837499999996
19,2021,8,0.02546332166666665
19,2021,9,0.43308491666666665
19,2021,10,0.589385631
