time,lat,lon,spei
2020-09-16,0.25,32.25,0.2957069
2020-09-16,0.25,32.75,0.65976155
2020-09-16,0.25,33.25,0.96217126
2020-09-16,0.25,33.75,1.1108893
2020-09-16,0.25,34.25,1.3066096
2020-09-16,0.25,34.75,1.4723324
2020-09-16,0.25,35.25,1.449691
2020-09-16,0.25,35.75,1.307691
2020-09-16,0.25,36.25,1.1996316
2020-09-16,0.25,36.75,1.0991696
2020-09-16,0.25,37.25,0.8456867
2020-09-16,0.25,37.75,0.32328194
2020-09-16,0.25,38.25,0.124898985
2020-09-16,0.25,38.75,-0.35330248
2020-09-16,0.25,39.25,-0.661275
2020-09-16,0.25,39.75,-0.5831182
2020-09-16,0.25,40.25,-1.2503761
2020-09-16,0.25,40.75,-1.6512028
2020-09-16,0.25,41.25,-1.1691704
2020-09-16,0.25,41.75,-0.5699077
2020-09-16,0.25,42.25,-1.2451848
2020-09-16,0.25,42.75,-0.4268926
2020-09-16,0.25,43.25,-0.06130152
2020-09-16,0.25,43.75,
2020-09-16,0.25,44.25,
2020-09-16,0.25,44.75,
2020-09-16,0.25,45.25,
2020-09-16,0.25,45.75,
2020-09-16,0.25,46.25,
2020-09-16,0.25,46.75,
2020-09-16,0.25,47.25,
2020-09-16,0.25,47.75,
2020-09-16,0.75,32.25,0.63818026
2020-09-16,0.75,32.75,1.1155015
2020-09-16,0.75,33.25,1.2013978
2020-09-16,0.75,33.75,1.1374406
2020-09-16,0.75,34.25,1.3166593
2020-09-16,0.75,34.75,1.3230244
2020-09-16,0.75,35.25,1.2665267
2020-09-16,0.75,35.75,1.3021319
2020-09-16,0.75,36.25,1.110914
2020-09-16,0.75,36.75,0.9899463
2020-09-16,0.75,37.25,0.24965873
2020-09-16,0.75,37.75,-1.0906385
2020-09-16,0.75,38.25,0.12467834
2020-09-16,0.75,38.75,-0.4670055
2020-09-16,0.75,39.25,-0.5242511
2020-09-16,0.75,39.75,-1.1085807
2020-09-16,0.75,40.25,-1.4700506
2020-09-16,0.75,40.75,-1.223771
2020-09-16,0.75,41.25,-0.8417677
2020-09-16,0.75,41.75,-0.41271195
2020-09-16,0.75,42.25,-1.3620789
