time,lat,lon,spei
2022-07-16,0.25,32.25,0.57173884
2022-07-16,0.25,32.75,0.39156383
2022-07-16,0.25,33.25,0.2963164
2022-07-16,0.25,33.75,0.092701994
2022-07-16,0.25,34.25,0.0069584358
2022-07-16,0.25,34.75,0.13360246
2022-07-16,0.25,35.25,0.113864504
2022-07-16,0.25,35.75,0.09577726
2022-07-16,0.25,36.25,0.15880542
2022-07-16,0.25,36.75,0.0043499586
2022-07-16,0.25,37.25,0.22002707
2022-07-16,0.25,37.75,0.04232697
2022-07-16,0.25,38.25,0.68679523
2022-07-16,0.25,38.75,0.54371977
2022-07-16,0.25,39.25,0.7841755
2022-07-16,0.25,39.75,0.529563
2022-07-16,0.25,40.25,0.2935036
2022-07-16,0.25,40.75,0.6098405
2022-07-16,0.25,41.25,0.56461304
2022-07-16,0.25,41.75,0.51329195
2022-07-16,0.25,42.25,0.38138655
2022-07-16,0.25,42.75,0.3657992
2022-07-16,0.25,43.25,0.30795604
2022-07-16,0.25,43.75,
2022-07-16,0.25,44.25,
2022-07-16,0.25,44.75,
2022-07-16,0.25,45.25,
2022-07-16,0.25,45.75,
2022-07-16,0.25,46.25,
2022-07-16,0.25,46.75,
2022-07-16,0.25,47.25,
2022-07-16,0.25,47.75,
2022-07-16,0.75,32.25,0.39259744
2022-07-16,0.75,32.75,0.20289312
2022-07-16,0.75,33.25,0.23139682
2022-07-16,0.75,33.75,0.14079967
2022-07-16,0.75,34.25,0.13477908
2022-07-16,0.75,34.75,0.145261
2022-07-16,0.75,35.25,0.08885742
2022-07-16,0.75,35.75,0.06892207
2022-07-16,0.75,36.25,0.034346957
2022-07-16,0.75,36.75,-0.051784553
2022-07-16,0.75,37.25,-0.07123455
2022-07-16,0.75,37.75,-0.18259321
2022-07-16,0.75,38.25,0.7556776
2022-07-16,0.75,38.75,0.30930582
2022-07-16,0.75,39.25,0.7755709
2022-07-16,0.75,39.75,0.36460325
2022-07-16,0.75,40.25,0.4019973
2022-07-16,0.75,40.75,0.5422186
2022-07-16,0.75,41.25,0.6106565
2022-07-16,0.75,41.75,0.39110145
2022-07-16,0.75,42.25,0.4109374
2022-07-16,0.75,42.75,0.3978668
2022-07-16,0.75,43.25,0.37144032
2022-07-16,0.75,43.75,0.32850978
2022-07-16,0.75,44.25,
2022-07-16,0.75,44.75,
2022-07-16,0.75,45.25,
2022-07-16,0.75,45.75,
2022-07-16,0.75,46.25,
2022-07-16,0.75,46.75,
2022-07-16,0.75,47.25,
2022-07-16,0.75,47.75,
2022-07-16,1.25,32.25,0.21485202
2022-07-16,1.25,32.75,0.16371974
2022-07-16,1.25,33.25,0.16035497
2022-07-16,1.25,33.75,0.2296716
2022-07-16,1.25,34.25,0.16765264
2022-07-16,1.25,34.75,0.13319701
2022-07-16,1.25,35.25,0.08177738
2022-07-16,1.25,35.75,0.06712866
2022-07-16,1.25,36.25,0.124379836
2022-07-16,1.25,36.75,0.18750213
2022-07-16,1.25,37.25,0.29816127
2022-07-16,1.25,37.75,0.67006665
2022-07-16,1.25,38.25,0.53164876
2022-07-16,1.25,38.75,0.44034326
2022-07-16,1.25,39.25,0.18538745
2022-07-16,1.25,39.75,0.40345228
2022-07-16,1.25,40.25,0.4346824
2022-07-16,1.25,40.75,0.48449376
2022-07-16,1.25,41.25,0.44641024
2022-07-16,1.25,41.75,0.30738083
2022-07-16,1.25,42.25,0.26628533
2022-07-16,1.25,42.75,0.33504856
2022-07-16,1.25,43.25,0.3470842
2022-07-16,1.25,43.75,0.3220624
2022-07-16,1.25,44.25,0.30814946
2022-07-16,1.25,44.75,
2022-07-16,1.25,45.25,
2022-07-16,1.25,45.75,
2022-07-16,1.25,46.25,
2022-07-16,1.25,46.75,
2022-07-16,1.25,47.25,
2022-07-16,1.25,47.75,
2022-07-16,1.75,32.25,0.07763608
2022-07-16,1.75,32.75,0.104239434
2022-07-16,1.75,33.25,0.15677862
2022-07-16,1.75,33.75,0.16572548
2022-07-16,1.75,34.25,0.15604028
2022-07-16,1.75,34.75,0.14077906
2022-07-16,1.75,35.25,0.11778217
2022-07-16,1.75,35.75,0.0478453
2022-07-16,1.75,36.25,0.18707985
2022-07-16,1.75,36.75,0.27974692
2022-07-16,1.75,37.25,0.16464579
2022-07-16,1.75,37.75,0.8606017
2022-07-16,1.75,38.25,0.36558902
2022-07-16,1.75,38.75,0.21111324
2022-07-16,1.75,39.25,0.6503922
2022-07-16,1.75,39.75,0.5089556
2022-07-16,1.75,40.25,0.46334893
2022-07-16,1.75,40.75,0.21785875
2022-07-16,1.75,41.25,0.5482008
2022-07-16,1.75,41.75,0.1713449
2022-07-16,1.75,42.25,0.26704016
2022-07-16,1.75,42.75,0.48820123
2022-07-16,1.75,43.25,0.37414828
2022-07-16,1.75,43.75,0.34607887
2022-07-16,1.75,44.25,0.22425209
2022-07-16,1.75,44.75,0.290499
2022-07-16,1.75,45.25,0.31498247
2022-07-16,1.75,45.75,
2022-07-16,1.75,46.25,
2022-07-16,1.75,46.75,
2022-07-16,1.75,47.25,
2022-07-16,1.75,47.75,
2022-07-16,2.25,32.25,0.08612476
2022-07-16,2.25,32.75,0.06432302
2022-07-16,2.25,33.25,0.122889966
2022-07-16,2.25,33.75,0.19077839
2022-07-16,2.25,34.25,0.07587911
2022-07-16,2.25,34.75,0.09683004
2022-07-16,2.25,35.25,0.3084822
2022-07-16,2.25,35.75,0.46082002
2022-07-16,2.25,36.25,0.35500753
2022-07-16,2.25,36.75,0.44347998
2022-07-16,2.25,37.25,0.49450946
2022-07-16,2.25,37.75,0.6221083
2022-07-16,2.25,38.25,0.19350691
2022-07-16,2.25,38.75,0.7228142
2022-07-16,2.25,39.25,0.56164014
2022-07-16,2.25,39.75,0.61667717
2022-07-16,2.25,40.25,0.6426422
2022-07-16,2.25,40.75,0.48708376
2022-07-16,2.25,41.25,0.19691043
2022-07-16,2.25,41.75,0.22965272
2022-07-16,2.25,42.25,0.14900574
2022-07-16,2.25,42.75,0.094392695
2022-07-16,2.25,43.25,0.27980435
2022-07-16,2.25,43.75,0.29010603
2022-07-16,2.25,44.25,0.26487508
2022-07-16,2.25,44.75,0.18163642
2022-07-16,2.25,45.25,0.3275671
2022-07-16,2.25,45.75,0.2803442
2022-07-16,2.25,46.25,
2022-07-16,2.25,46.75,
2022-07-16,2.25,47.25,
2022-07-16,2.25,47.75,
2022-07-16,2.75,32.25,0.051340874
2022-07-16,2.75,32.75,0.08090061
2022-07-16,2.75,33.25,0.080603324
2022-07-16,2.75,33.75,0.13124512
2022-07-16,2.75,34.25,0.13902172
2022-07-16,2.75,34.75,0.02667289
2022-07-16,2.75,35.25,0.32326114
2022-07-16,2.75,35.75,0.38493556
2022-07-16,2.75,36.25,0.60141397
2022-07-16,2.75,36.75,0.38287404
2022-07-16,2.75,37.25,0.61261857
2022-07-16,2.75,37.75,0.6576155
2022-07-16,2.75,38.25,0.19122759
2022-07-16,2.75,38.75,0.34291932
2022-07-16,2.75,39.25,0.1946438
2022-07-16,2.75,39.75,0.4600248
2022-07-16,2.75,40.25,0.25041258
2022-07-16,2.75,40.75,0.037923437
2022-07-16,2.75,41.25,0.030599615
2022-07-16,2.75,41.75,0.2797437
2022-07-16,2.75,42.25,0.109904744
2022-07-16,2.75,42.75,-0.13855521
2022-07-16,2.75,43.25,0.4135789
2022-07-16,2.75,43.75,0.22939587
2022-07-16,2.75,44.25,0.2501943
2022-07-16,2.75,44.75,0.337453
2022-07-16,2.75,45.25,0.35314247
2022-07-16,2.75,45.75,0.37764454
2022-07-16,2.75,46.25,0.40060863
2022-07-16,2.75,46.75,
2022-07-16,2.75,47.25,
2022-07-16,2.75,47.75,
2022-07-16,3.25,32.25,0.09194725
2022-07-16,3.25,32.75,0.1270467
2022-07-16,3.25,33.25,0.1664533
2022-07-16,3.25,33.75,0.18272872
2022-07-16,3.25,34.25,0.004618705
2022-07-16,3.25,34.75,0.045731857
2022-07-16,3.25,35.25,0.39316264
2022-07-16,3.25,35.75,0.45196927
2022-07-16,3.25,36.25,0.49542522
2022-07-16,3.25,36.75,-0.13385573
2022-07-16,3.25,37.25,0.26692346
2022-07-16,3.25,37.75,0.17410257
2022-07-16,3.25,38.25,0.3700177
2022-07-16,3.25,38.75,0.2517841
2022-07-16,3.25,39.25,0.27990267
2022-07-16,3.25,39.75,0.29320017
2022-07-16,3.25,40.25,-0.4312203
2022-07-16,3.25,40.75,-0.07072725
2022-07-16,3.25,41.25,-0.4079861
2022-07-16,3.25,41.75,-0.09429507
2022-07-16,3.25,42.25,0.09255742
2022-07-16,3.25,42.75,0.2688755
2022-07-16,3.25,43.25,0.12459289
2022-07-16,3.25,43.75,0.37355974
2022-07-16,3.25,44.25,0.4106016
2022-07-16,3.25,44.75,0.4274162
2022-07-16,3.25,45.25,0.34478945
2022-07-16,3.25,45.75,0.3491224
2022-07-16,3.25,46.25,0.37199733
2022-07-16,3.25,46.75,0.4640241
2022-07-16,3.25,47.25,
2022-07-16,3.25,47.75,
2022-07-16,3.75,32.25,0.074163996
2022-07-16,3.75,32.75,0.1908169
2022-07-16,3.75,33.25,0.2177385
2022-07-16,3.75,33.75,0.15304683
2022-07-16,3.75,34.25,0.11406294
2022-07-16,3.75,34.75,0.06300777
2022-07-16,3.75,35.25,0.26466343
2022-07-16,3.75,35.75,0.37637052
2022-07-16,3.75,36.25,0.3569367
2022-07-16,3.75,36.75,-0.12311393
2022-07-16,3.75,37.25,0.34081683
2022-07-16,3.75,37.75,0.22620936
2022-07-16,3.75,38.25,0.08513068
2022-07-16,3.75,38.75,0.0069814944
2022-07-16,3.75,39.25,-0.2514594
2022-07-16,3.75,39.75,0.047835663
2022-07-16,3.75,40.25,-0.37011617
2022-07-16,3.75,40.75,-0.39184254
2022-07-16,3.75,41.25,-0.16754192
2022-07-16,3.75,41.75,-0.103093676
2022-07-16,3.75,42.25,-0.062301833
2022-07-16,3.75,42.75,0.1811485
2022-07-16,3.75,43.25,0.20718421
2022-07-16,3.75,43.75,0.17202249
2022-07-16,3.75,44.25,0.31492624
2022-07-16,3.75,44.75,0.45175266
2022-07-16,3.75,45.25,0.3482959
2022-07-16,3.75,45.75,0.28114524
2022-07-16,3.75,46.25,0.31333244
2022-07-16,3.75,46.75,0.3858233
2022-07-16,3.75,47.25,0.41388464
2022-07-16,3.75,47.75,
2022-07-16,4.25,32.25,0.08899375
2022-07-16,4.25,32.75,0.09975448
2022-07-16,4.25,33.25,0.12815735
2022-07-16,4.25,33.75,0.16497469
2022-07-16,4.25,34.25,0.1742488
2022-07-16,4.25,34.75,0.019984808
2022-07-16,4.25,35.25,0.03526828
2022-07-16,4.25,35.75,-0.08073555
2022-07-16,4.25,36.25,-0.20540003
2022-07-16,4.25,36.75,-0.036114145
2022-07-16,4.25,37.25,-0.2149309
2022-07-16,4.25,37.75,0.032414846
2022-07-16,4.25,38.25,-0.23959363
2022-07-16,4.25,38.75,-0.30136093
2022-07-16,4.25,39.25,-0.17285134
2022-07-16,4.25,39.75,-0.6341273
2022-07-16,4.25,40.25,-0.4557677
2022-07-16,4.25,40.75,-0.76830274
2022-07-16,4.25,41.25,-0.70246196
2022-07-16,4.25,41.75,-0.25161597
2022-07-16,4.25,42.25,-0.24141064
2022-07-16,4.25,42.75,-0.2809977
2022-07-16,4.25,43.25,-0.6058001
2022-07-16,4.25,43.75,0.17044581
2022-07-16,4.25,44.25,0.35348982
2022-07-16,4.25,44.75,0.3801686
2022-07-16,4.25,45.25,0.36462384
2022-07-16,4.25,45.75,0.2147347
2022-07-16,4.25,46.25,0.23204815
2022-07-16,4.25,46.75,0.41316915
2022-07-16,4.25,47.25,0.4136553
2022-07-16,4.25,47.75,0.13008867
2022-07-16,4.75,32.25,0.12049167
2022-07-16,4.75,32.75,0.014013868
2022-07-16,4.75,33.25,0.038517773
2022-07-16,4.75,33.75,0.17687772
2022-07-16,4.75,34.25,0.21403629
2022-07-16,4.75,34.75,0.17707601
2022-07-16,4.75,35.25,0.13564152
2022-07-16,4.75,35.75,0.1030904
2022-07-16,4.75,36.25,-0.10275592
2022-07-16,4.75,36.75,-0.04814523
2022-07-16,4.75,37.25,0.06827598
2022-07-16,4.75,37.75,-0.08968879
2022-07-16,4.75,38.25,-0.14900939
2022-07-16,4.75,38.75,-0.08972566
2022-07-16,4.75,39.25,-0.4229446
2022-07-16,4.75,39.75,-0.69697225
2022-07-16,4.75,40.25,-0.97191846
2022-07-16,4.75,40.75,-0.6772053
2022-07-16,4.75,41.25,-0.6226077
2022-07-16,4.75,41.75,-0.65472764
2022-07-16,4.75,42.25,-0.20706728
2022-07-16,4.75,42.75,0.07052372
2022-07-16,4.75,43.25,-0.7398315
2022-07-16,4.75,43.75,-0.15627351
2022-07-16,4.75,44.25,-0.16811228
2022-07-16,4.75,44.75,0.0085414555
2022-07-16,4.75,45.25,-0.19260658
2022-07-16,4.75,45.75,0.28711072
2022-07-16,4.75,46.25,0.08101016
2022-07-16,4.75,46.75,0.053678084
2022-07-16,4.75,47.25,0.036618423
2022-07-16,4.75,47.75,0.05268624
2022-07-16,5.25,32.25,0.09136617
2022-07-16,5.25,32.75,0.034983464
2022-07-16,5.25,33.25,0.25516072
2022-07-16,5.25,33.75,0.1690514
2022-07-16,5.25,34.25,0.22870399
2022-07-16,5.25,34.75,0.33300477
2022-07-16,5.25,35.25,0.32776067
2022-07-16,5.25,35.75,0.20486408
2022-07-16,5.25,36.25,0.32780147
2022-07-16,5.25,36.75,0.17926651
2022-07-16,5.25,37.25,-0.081217244
2022-07-16,5.25,37.75,-0.1753236
2022-07-16,5.25,38.25,-0.020729713
2022-07-16,5.25,38.75,-0.5349114
2022-07-16,5.25,39.25,-0.2954071
2022-07-16,5.25,39.75,-0.2545157
2022-07-16,5.25,40.25,-0.52880174
2022-07-16,5.25,40.75,-0.24198857
2022-07-16,5.25,41.25,-0.90270996
2022-07-16,5.25,41.75,-0.6554202
2022-07-16,5.25,42.25,-0.5088011
2022-07-16,5.25,42.75,-0.1724947
2022-07-16,5.25,43.25,-0.7603377
2022-07-16,5.25,43.75,-0.7109936
2022-07-16,5.25,44.25,-0.19076921
2022-07-16,5.25,44.75,-0.62435466
2022-07-16,5.25,45.25,0.14978158
2022-07-16,5.25,45.75,-0.12170973
2022-07-16,5.25,46.25,0.38302818
2022-07-16,5.25,46.75,0.063308604
2022-07-16,5.25,47.25,0.26757586
2022-07-16,5.25,47.75,0.08529446
2022-07-16,5.75,32.25,0.07244028
2022-07-16,5.75,32.75,0.12280987
2022-07-16,5.75,33.25,0.040585455
2022-07-16,5.75,33.75,0.14032136
2022-07-16,5.75,34.25,0.13746385
2022-07-16,5.75,34.75,0.20943879
2022-07-16,5.75,35.25,0.31124517
2022-07-16,5.75,35.75,0.3442533
2022-07-16,5.75,36.25,0.39398244
2022-07-16,5.75,36.75,0.31982806
2022-07-16,5.75,37.25,0.17696834
2022-07-16,5.75,37.75,-0.07008275
2022-07-16,5.75,38.25,-0.16388266
2022-07-16,5.75,38.75,-0.17186199
2022-07-16,5.75,39.25,-0.01979043
2022-07-16,5.75,39.75,-0.23537807
2022-07-16,5.75,40.25,-0.46021017
2022-07-16,5.75,40.75,-0.976274
2022-07-16,5.75,41.25,-1.0439264
2022-07-16,5.75,41.75,-0.40711313
2022-07-16,5.75,42.25,-0.5977138
2022-07-16,5.75,42.75,-0.15091546
2022-07-16,5.75,43.25,-0.32349908
2022-07-16,5.75,43.75,-0.14527479
2022-07-16,5.75,44.25,-0.022139331
2022-07-16,5.75,44.75,-0.29373616
2022-07-16,5.75,45.25,-0.26284802
2022-07-16,5.75,45.75,0.17371993
2022-07-16,5.75,46.25,0.4437067
2022-07-16,5.75,46.75,0.1485903
2022-07-16,5.75,47.25,0.28422573
2022-07-16,5.75,47.75,0.08108823
2022-07-16,6.25,32.25,0.0632358
2022-07-16,6.25,32.75,0.09210155
2022-07-16,6.25,33.25,0.25380653
2022-07-16,6.25,33.75,0.13354069
