time,lat,lon,spei
2020-12-16,0.25,32.25,-0.38321066
2020-12-16,0.25,32.75,-0.76166624
2020-12-16,0.25,33.25,-0.880826
2020-12-16,0.25,33.75,-0.7676925
2020-12-16,0.25,34.25,-0.6253631
2020-12-16,0.25,34.75,-0.63703966
2020-12-16,0.25,35.25,-0.56013757
2020-12-16,0.25,35.75,-0.37250966
2020-12-16,0.25,36.25,-0.38262412
2020-12-16,0.25,36.75,-0.43463704
2020-12-16,0.25,37.25,-0.45563248
2020-12-16,0.25,37.75,-0.5643958
2020-12-16,0.25,38.25,-0.54959077
2020-12-16,0.25,38.75,-0.5928013
2020-12-16,0.25,39.25,-0.55180585
2020-12-16,0.25,39.75,-0.47989804
2020-12-16,0.25,40.25,-0.36471537
2020-12-16,0.25,40.75,-0.4332403
2020-12-16,0.25,41.25,-0.19780143
2020-12-16,0.25,41.75,-0.06667914
2020-12-16,0.25,42.25,-0.69304436
2020-12-16,0.25,42.75,-1.9543211
2020-12-16,0.25,43.25,-0.50085825
2020-12-16,0.25,43.75,
2020-12-16,0.25,44.25,
2020-12-16,0.25,44.75,
2020-12-16,0.25,45.25,
2020-12-16,0.25,45.75,
2020-12-16,0.25,46.25,
2020-12-16,0.25,46.75,
2020-12-16,0.25,47.25,
2020-12-16,0.25,47.75,
2020-12-16,0.75,32.25,-0.47698912
2020-12-16,0.75,32.75,-0.6435392
2020-12-16,0.75,33.25,-0.46286684
2020-12-16,0.75,33.75,-0.07553698
2020-12-16,0.75,34.25,0.121405676
2020-12-16,0.75,34.75,0.11694601
2020-12-16,0.75,35.25,0.20071378
2020-12-16,0.75,35.75,0.3041206
2020-12-16,0.75,36.25,0.0560136
2020-12-16,0.75,36.75,-0.1832874
2020-12-16,0.75,37.25,-0.19851303
2020-12-16,0.75,37.75,-0.2796569
2020-12-16,0.75,38.25,-0.36713693
2020-12-16,0.75,38.75,-0.36805382
2020-12-16,0.75,39.25,-0.32416397
2020-12-16,0.75,39.75,-0.12611
2020-12-16,0.75,40.25,-0.14087364
2020-12-16,0.75,40.75,-0.22333324
2020-12-16,0.75,41.25,-0.4280839
2020-12-16,0.75,41.75,-0.3677828
2020-12-16,0.75,42.25,-0.6987808
2020-12-16,0.75,42.75,-0.4726672
2020-12-16,0.75,43.25,-0.3235771
2020-12-16,0.75,43.75,-0.32622775
2020-12-16,0.75,44.25,
2020-12-16,0.75,44.75,
2020-12-16,0.75,45.25,
2020-12-16,0.75,45.75,
2020-12-16,0.75,46.25,
2020-12-16,0.75,46.75,
2020-12-16,0.75,47.25,
2020-12-16,0.75,47.75,
2020-12-16,1.25,32.25,-0.47325575
2020-12-16,1.25,32.75,-0.38294694
2020-12-16,1.25,33.25,0.016040757
2020-12-16,1.25,33.75,0.47599754
2020-12-16,1.25,34.25,0.6698938
2020-12-16,1.25,34.75,0.7081614
2020-12-16,1.25,35.25,0.77091634
2020-12-16,1.25,35.75,0.8611987
2020-12-16,1.25,36.25,0.40371186
2020-12-16,1.25,36.75,0.18088588
2020-12-16,1.25,37.25,0.190458
2020-12-16,1.25,37.75,-0.01658329
2020-12-16,1.25,38.25,-0.18315174
2020-12-16,1.25,38.75,-0.254084
2020-12-16,1.25,39.25,-0.1257012
2020-12-16,1.25,39.75,-0.21092118
2020-12-16,1.25,40.25,-0.3249835
2020-12-16,1.25,40.75,-0.5100748
2020-12-16,1.25,41.25,-0.4731598
2020-12-16,1.25,41.75,-0.6268314
2020-12-16,1.25,42.25,-0.9514545
2020-12-16,1.25,42.75,-0.77653575
2020-12-16,1.25,43.25,-0.7358605
2020-12-16,1.25,43.75,-0.43719923
2020-12-16,1.25,44.25,-0.41451627
2020-12-16,1.25,44.75,
2020-12-16,1.25,45.25,
2020-12-16,1.25,45.75,
2020-12-16,1.25,46.25,
2020-12-16,1.25,46.75,
2020-12-16,1.25,47.25,
2020-12-16,1.25,47.75,
2020-12-16,1.75,32.25,-0.31230947
2020-12-16,1.75,32.75,0.04588714
2020-12-16,1.75,33.25,0.34425437
2020-12-16,1.75,33.75,0.63281274
2020-12-16,1.75,34.25,0.8314083
2020-12-16,1.75,34.75,1.1439346
2020-12-16,1.75,35.25,1.2099451
2020-12-16,1.75,35.75,0.8784404
2020-12-16,1.75,36.25,0.65789986
2020-12-16,1.75,36.75,0.5237885
2020-12-16,1.75,37.25,0.3397299
2020-12-16,1.75,37.75,0.21706268
2020-12-16,1.75,38.25,0.18353918
2020-12-16,1.75,38.75,0.04078428
2020-12-16,1.75,39.25,-0.18012625
2020-12-16,1.75,39.75,-0.36553508
2020-12-16,1.75,40.25,-0.35247236
2020-12-16,1.75,40.75,-0.37893382
2020-12-16,1.75,41.25,-0.65541875
2020-12-16,1.75,41.75,-1.0018665
2020-12-16,1.75,42.25,-1.0965438
2020-12-16,1.75,42.75,-0.87571836
2020-12-16,1.75,43.25,-0.81780857
2020-12-16,1.75,43.75,-0.699106
2020-12-16,1.75,44.25,-0.5904092
2020-12-16,1.75,44.75,-0.48526007
2020-12-16,1.75,45.25,0.101638176
2020-12-16,1.75,45.75,
2020-12-16,1.75,46.25,
2020-12-16,1.75,46.75,
2020-12-16,1.75,47.25,
2020-12-16,1.75,47.75,
2020-12-16,2.25,32.25,-0.2714775
2020-12-16,2.25,32.75,0.30875224
2020-12-16,2.25,33.25,0.60750526
2020-12-16,2.25,33.75,0.80067784
2020-12-16,2.25,34.25,0.95572764
2020-12-16,2.25,34.75,1.0207365
2020-12-16,2.25,35.25,1.083183
