time,lat,lon,spei
2020-03-16,0.25,32.25,1.2909594
2020-03-16,0.25,32.75,1.4592535
2020-03-16,0.25,33.25,1.6822633
2020-03-16,0.25,33.75,1.4414934
2020-03-16,0.25,34.25,1.3652385
2020-03-16,0.25,34.75,1.4698473
2020-03-16,0.25,35.25,1.4554181
2020-03-16,0.25,35.75,1.2873826
2020-03-16,0.25,36.25,1.3258395
2020-03-16,0.25,36.75,1.215384
2020-03-16,0.25,37.25,1.3022693
2020-03-16,0.25,37.75,1.2093607
2020-03-16,0.25,38.25,1.2773789
2020-03-16,0.25,38.75,1.2939898
2020-03-16,0.25,39.25,1.2176961
2020-03-16,0.25,39.75,1.2164463
2020-03-16,0.25,40.25,1.1815915
2020-03-16,0.25,40.75,1.1093286
2020-03-16,0.25,41.25,1.023132
2020-03-16,0.25,41.75,0.69688195
2020-03-16,0.25,42.25,-0.0279262
2020-03-16,0.25,42.75,-0.36701977
2020-03-16,0.25,43.25,-0.5266386
2020-03-16,0.25,43.75,
2020-03-16,0.25,44.25,
2020-03-16,0.25,44.75,
2020-03-16,0.25,45.25,
2020-03-16,0.25,45.75,
2020-03-16,0.25,46.25,
2020-03-16,0.25,46.75,
2020-03-16,0.25,47.25,
2020-03-16,0.25,47.75,
2020-03-16,0.75,32.25,0.9312144
2020-03-16,0.75,32.75,1.338879
2020-03-16,0.75,33.25,1.4476601
2020-03-16,0.75,33.75,1.3134861
2020-03-16,0.75,34.25,1.3183157
2020-03-16,0.75,34.75,1.2258765
2020-03-16,0.75,35.25,1.1086025
2020-03-16,0.75,35.75,0.86002904
2020-03-16,0.75,36.25,1.0916604
2020-03-16,0.75,36.75,1.1036355
2020-03-16,0.75,37.25,0.92572254
2020-03-16,0.75,37.75,0.78169894
2020-03-16,0.75,38.25,1.0322214
2020-03-16,0.75,38.75,1.0640097
2020-03-16,0.75,39.25,1.0325974
2020-03-16,0.75,39.75,1.057239
2020-03-16,0.75,40.25,1.0551143
2020-03-16,0.75,40.75,0.9097404
2020-03-16,0.75,41.25,0.71530914
2020-03-16,0.75,41.75,0.4632319
2020-03-16,0.75,42.25,-0.020619089
2020-03-16,0.75,42.75,-0.051309194
2020-03-16,0.75,43.25,-0.32620376
2020-03-16,0.75,43.75,-0.53265214
2020-03-16,0.75,44.25,
2020-03-16,0.75,44.75,
2020-03-16,0.75,45.25,
2020-03-16,0.75,45.75,
2020-03-16,0.75,46.25,
2020-03-16,0.75,46.75,
2020-03-16,0.75,47.25,
2020-03-16,0.75,47.75,
2020-03-16,1.25,32.25,0.70379096
2020-03-16,1.25,32.75,0.9772843
2020-03-16,1.25,33.25,1.2017027
2020-03-16,1.25,33.75,1.1538538
2020-03-16,1.25,34.25,1.123875
2020-03-16,1.25,34.75,1.0436175
2020-03-16,1.25,35.25,1.1022105
2020-03-16,1.25,35.75,0.73352915
2020-03-16,1.25,36.25,0.9395522
2020-03-16,1.25,36.75,0.99358237
2020-03-16,1.25,37.25,0.86203283
2020-03-16,1.25,37.75,0.6262808
2020-03-16,1.25,38.25,0.751819
2020-03-16,1.25,38.75,0.78048396
2020-03-16,1.25,39.25,0.7741252
2020-03-16,1.25,39.75,0.7509622
2020-03-16,1.25,40.25,0.06469976
2020-03-16,1.25,40.75,0.61571103
2020-03-16,1.25,41.25,0.581412
2020-03-16,1.25,41.75,-0.05461665
2020-03-16,1.25,42.25,-0.036856942
2020-03-16,1.25,42.75,-0.7459618
2020-03-16,1.25,43.25,-0.3016733
2020-03-16,1.25,43.75,-0.44270563
2020-03-16,1.25,44.25,-0.39394408
2020-03-16,1.25,44.75,
2020-03-16,1.25,45.25,
2020-03-16,1.25,45.75,
2020-03-16,1.25,46.25,
2020-03-16,1.25,46.75,
2020-03-16,1.25,47.25,
2020-03-16,1.25,47.75,
2020-03-16,1.75,32.25,0.3065724
2020-03-16,1.75,32.75,0.6524568
2020-03-16,1.75,33.25,0.89317983
2020-03-16,1.75,33.75,0.86636937
2020-03-16,1.75,34.25,0.8709638
