ea_id,ea_latitude,ea_longitude,time,spei
010101088800910,14.25,37.75,2020-01-16,1.3280923
010101088800910,14.25,37.75,2020-02-15,-0.013711765
010101088800910,14.25,37.75,2020-03-16,-1.6161518
010101088800910,14.25,37.75,2020-04-16,-0.052895933
010101088800910,14.25,37.75,2020-05-16,0.1632403
010101088800910,14.25,37.75,2020-06-16,0.45570138
010101088800910,14.25,37.75,2020-07-16,0.38874558
010101088800910,14.25,37.75,2020-08-16,1.8346113
010101088800910,14.25,37.75,2020-09-16,0.3147881
010101088800910,14.25,37.75,2020-10-16,-1.0163457
010101088800910,14.25,37.75,2020-11-16,0.4579261
010101088800910,14.25,37.75,2020-12-16,-1.6271693
010101088800910,14.25,37.75,2021-01-16,-1.6982247
010101088800910,14.25,37.75,2021-02-15,-0.013711765
010101088800910,14.25,37.75,2021-03-16,-0.99590355
010101088800910,14.25,37.75,2021-04-16,2.4422293
010101088800910,14.25,37.75,2021-05-16,0.37719086
010101088800910,14.25,37.75,2021-06-16,0.3605076
010101088800910,14.25,37.75,2021-07-16,0.57051855
010101088800910,14.25,37.75,2021-08-16,0.12836559
010101088800910,14.25,37.75,2021-09-16,1.4111514
010101088800910,14.25,37.75,2021-10-16,-0.07015213
010101088800910,14.25,37.75,2021-11-16,1.6488013
010101088800910,14.25,37.75,2021-12-16,-0.7379603
010101088800910,14.25,37.75,2022-01-16,-0.13431282
010101088800910,14.25,37.75,2022-02-15,1.1529403
010101088800910,14.25,37.75,2022-03-16,-0.62807304
010101088800910,14.25,37.75,2022-04-16,-0.052895933
010101088800910,14.25,37.75,2022-05-16,-1.1833092
010101088800910,14.25,37.75,2022-06-16,1.069292
010101088800910,14.25,37.75,2022-07-16,0.17148037
010101088800910,14.25,37.75,2022-08-16,1.9275215
010101088800910,14.25,37.75,2022-09-16,-0.26108578
010101088800910,14.25,37.75,2022-10-16,1.1085713
010101088800910,14.25,37.75,2022-11-16,1.0334332
010101088800910,14.25,37.75,2022-12-16,-0.13586967
010101088800910,14.25,37.75,2023-01-16,0.13284962
010101088800910,14.25,37.75,2023-02-15,-0.8546898
010101088800910,14.25,37.75,2023-03-16,0.31379026
010101088800910,14.25,37.75,2023-04-16,-0.005192484
010101088800910,14.25,37.75,2023-05-16,-0.94790775
010101088800910,14.25,37.75,2023-06-16,0.44322056
010101088800910,14.25,37.75,2023-07-16,0.27229583
010101088800910,14.25,37.75,2023-08-16,-0.19623108
010101088800910,14.25,37.75,2023-09-16,-0.40137273
010101088800910,14.25,37.75,2023-10-16,-0.5606221
010101088800910,14.25,37.75,2023-11-16,-0.026569135
010101088800910,14.25,37.75,2023-12-16,-0.85091734
010102088801010,14.25,38.25,2020-01-16,1.1430866
010102088801010,14.25,38.25,2020-02-15,0.08370533
010102088801010,14.25,38.25,2020-03-16,-1.5208671
010102088801010,14.25,38.25,2020-04-16,0.029071616
010102088801010,14.25,38.25,2020-05-16,0.10525456
010102088801010,14.25,38.25,2020-06-16,0.4031407
010102088801010,14.25,38.25,2020-07-16,0.2261681
010102088801010,14.25,38.25,2020-08-16,1.7029045
010102088801010,14.25,38.25,2020-09-16,0.47555387
010102088801010,14.25,38.25,2020-10-16,-0.6826745
010102088801010,14.25,38.25,2020-11-16,0.75632113
010102088801010,14.25,38.25,2020-12-16,-1.2699045
010102088801010,14.25,38.25,2021-01-16,-1.5165776
010102088801010,14.25,38.25,2021-02-15,0.08370533
010102088801010,14.25,38.25,2021-03-16,-0.030787729
010102088801010,14.25,38.25,2021-04-16,2.2891183
010102088801010,14.25,38.25,2021-05-16,0.29113626
010102088801010,14.25,38.25,2021-06-16,0.18195431
010102088801010,14.25,38.25,2021-07-16,0.45570597
010102088801010,14.25,38.25,2021-08-16,-0.0027002213
010102088801010,14.25,38.25,2021-09-16,1.2841097
010102088801010,14.25,38.25,2021-10-16,-0.2769718
010102088801010,14.25,38.25,2021-11-16,1.7728394
010102088801010,14.25,38.25,2021-12-16,-0.9083472
010102088801010,14.25,38.25,2022-01-16,-0.49535722
010102088801010,14.25,38.25,2022-02-15,1.2225555
010102088801010,14.25,38.25,2022-03-16,-0.046220575
010102088801010,14.25,38.25,2022-04-16,0.029071616
010102088801010,14.25,38.25,2022-05-16,-1.370484
010102088801010,14.25,38.25,2022-06-16,0.90292
010102088801010,14.25,38.25,2022-07-16,-0.01575838
010102088801010,14.25,38.25,2022-08-16,1.7862777
010102088801010,14.25,38.25,2022-09-16,-0.26306826
010102088801010,14.25,38.25,2022-10-16,1.067671
010102088801010,14.25,38.25,2022-11-16,1.1299869
010102088801010,14.25,38.25,2022-12-16,-0.9717717
010102088801010,14.25,38.25,2023-01-16,0.58995414
010102088801010,14.25,38.25,2023-02-15,-0.88229084
010102088801010,14.25,38.25,2023-03-16,1.1367865
010102088801010,14.25,38.25,2023-04-16,0.179329
010102088801010,14.25,38.25,2023-05-16,-0.7463537
010102088801010,14.25,38.25,2023-06-16,0.64695853
010102088801010,14.25,38.25,2023-07-16,0.14100733
010102088801010,14.25,38.25,2023-08-16,-0.361623
010102088801010,14.25,38.25,2023-09-16,-0.49897525
010102088801010,14.25,38.25,2023-10-16,-0.6532808
010102088801010,14.25,38.25,2023-11-16,0.27805933
010102088801010,14.25,38.25,2023-12-16,-0.47248608
010103088800709,14.25,38.25,2020-01-16,1.1430866
010103088800709,14.25,38.25,2020-02-15,0.08370533
010103088800709,14.25,38.25,2020-03-16,-1.5208671
010103088800709,14.25,38.25,2020-04-16,0.029071616
010103088800709,14.25,38.25,2020-05-16,0.10525456
010103088800709,14.25,38.25,2020-06-16,0.4031407
010103088800709,14.25,38.25,2020-07-16,0.2261681
010103088800709,14.25,38.25,2020-08-16,1.7029045
010103088800709,14.25,38.25,2020-09-16,0.47555387
010103088800709,14.25,38.25,2020-10-16,-0.6826745
010103088800709,14.25,38.25,2020-11-16,0.75632113
010103088800709,14.25,38.25,2020-12-16,-1.2699045
010103088800709,14.25,38.25,2021-01-16,-1.5165776
010103088800709,14.25,38.25,2021-02-15,0.08370533
010103088800709,14.25,38.25,2021-03-16,-0.030787729
010103088800709,14.25,38.25,2021-04-16,2.2891183
010103088800709,14.25,38.25,2021-05-16,0.29113626
010103088800709,14.25,38.25,2021-06-16,0.18195431
010103088800709,14.25,38.25,2021-07-16,0.45570597
010103088800709,14.25,38.25,2021-08-16,-0.0027002213
010103088800709,14.25,38.25,2021-09-16,1.2841097
010103088800709,14.25,38.25,2021-10-16,-0.2769718
010103088800709,14.25,38.25,2021-11-16,1.7728394
010103088800709,14.25,38.25,2021-12-16,-0.9083472
010103088800709,14.25,38.25,2022-01-16,-0.49535722
010103088800709,14.25,38.25,2022-02-15,1.2225555
010103088800709,14.25,38.25,2022-03-16,-0.046220575
010103088800709,14.25,38.25,2022-04-16,0.029071616
010103088800709,14.25,38.25,2022-05-16,-1.370484
010103088800709,14.25,38.25,2022-06-16,0.90292
010103088800709,14.25,38.25,2022-07-16,-0.01575838
010103088800709,14.25,38.25,2022-08-16,1.7862777
010103088800709,14.25,38.25,2022-09-16,-0.26306826
010103088800709,14.25,38.25,2022-10-16,1.067671
010103088800709,14.25,38.25,2022-11-16,1.1299869
010103088800709,14.25,38.25,2022-12-16,-0.9717717
010103088800709,14.25,38.25,2023-01-16,0.58995414
010103088800709,14.25,38.25,2023-02-15,-0.88229084
010103088800709,14.25,38.25,2023-03-16,1.1367865
010103088800709,14.25,38.25,2023-04-16,0.179329
010103088800709,14.25,38.25,2023-05-16,-0.7463537
010103088800709,14.25,38.25,2023-06-16,0.64695853
010103088800709,14.25,38.25,2023-07-16,0.14100733
010103088800709,14.25,38.25,2023-08-16,-0.361623
010103088800709,14.25,38.25,2023-09-16,-0.49897525
010103088800709,14.25,38.25,2023-10-16,-0.6532808
010103088800709,14.25,38.25,2023-11-16,0.27805933
010103088800709,14.25,38.25,2023-12-16,-0.47248608
010104010100101,14.25,38.25,2020-01-16,1.1430866
010104010100101,14.25,38.25,2020-02-15,0.08370533
010104010100101,14.25,38.25,2020-03-16,-1.5208671
010104010100101,14.25,38.25,2020-04-16,0.029071616
010104010100101,14.25,38.25,2020-05-16,0.10525456
010104010100101,14.25,38.25,2020-06-16,0.4031407
010104010100101,14.25,38.25,2020-07-16,0.2261681
010104010100101,14.25,38.25,2020-08-16,1.7029045
010104010100101,14.25,38.25,2020-09-16,0.47555387
010104010100101,14.25,38.25,2020-10-16,-0.6826745
010104010100101,14.25,38.25,2020-11-16,0.75632113
010104010100101,14.25,38.25,2020-12-16,-1.2699045
010104010100101,14.25,38.25,2021-01-16,-1.5165776
